,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2020-6-1-morning,2020-6-1-morning,90.9090909090909,90.9090909090909,"                 Mean  Count       STD
smell value                           
3.000000     0.043525      1       NaN
3.666667     0.020217      1       NaN
4.000000     0.081815      9  0.079516","                 Mean  Count       STD
smell value                           
3.0          0.043525      1       NaN
4.0          0.079628      8  0.084716
8.0          0.099315      1       NaN
11.0         0.020217      1       NaN",0.20454266068156995,-0.13126160285904923
2020-6-1-afternoon,2020-6-1-afternoon,40.0,40.0,"                 Mean  Count  STD
smell value                      
1.000000     0.000000      2  0.0
3.000000     0.000000      1  NaN
3.333333     0.048098      1  NaN
5.000000     0.000062      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000000      2  0.0
3.0          0.000000      1  NaN
5.0          0.000062      1  NaN
10.0         0.048098      1  NaN",0.2203329454357973,0.896906172497074
2020-6-2-morning,2020-6-2-morning,91.66666666666666,91.66666666666666,"                 Mean  Count       STD
smell value                           
2.666667     0.098561      1       NaN
3.000000     0.027816      5  0.034129
3.333333     0.063397      1       NaN
4.000000     0.067619     20  0.045878
4.333333     0.031281      1       NaN
4.500000     0.056971      3  0.038511
5.000000     0.042236     17  0.044450","                 Mean  Count       STD
smell value                           
3.0          0.027816      5  0.034129
4.0          0.069376     15  0.047790
5.0          0.042236     17  0.044450
8.0          0.069890      5  0.047054
9.0          0.056971      3  0.038511
10.0         0.063397      1       NaN
13.0         0.031281      1       NaN
16.0         0.060842      1       NaN",-0.0937069284629849,0.047003834172576565
2020-6-2-afternoon,2020-6-2-afternoon,50.0,50.0,"                 Mean  Count       STD
smell value                           
1.0          0.001894      3  0.003280
3.0          0.000124      2  0.000175
4.0          0.001107      8  0.002094
5.0          0.000090      5  0.000143","                 Mean  Count       STD
smell value                           
1.0          0.001894      3  0.003280
3.0          0.000124      2  0.000175
4.0          0.001107      8  0.002094
5.0          0.000090      5  0.000143",-0.26829857655959527,-0.26829857655959527
2020-6-3-morning,2020-6-3-morning,20.0,20.0,"                 Mean  Count       STD
smell value                           
1.0          0.002297      2  0.003249
3.0          0.000000      2  0.000000
5.0          0.000000      1       NaN","                 Mean  Count       STD
smell value                           
1.0          0.002297      2  0.003249
3.0          0.000000      2  0.000000
5.0          0.000000      1       NaN",-0.5345224838248488,-0.5345224838248488
2020-6-3-afternoon,2020-6-3-afternoon,16.666666666666664,16.666666666666664,"                 Mean  Count  STD
smell value                      
1.0          0.000000      4  0.0
3.0          0.016724      1  NaN
4.0          0.000000      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000000      4  0.0
3.0          0.016724      1  NaN
4.0          0.000000      1  NaN",0.4300065817837658,0.4300065817837658
2020-6-4-morning,2020-6-4-morning,75.0,75.0,"                 Mean  Count       STD
smell value                           
3.0          0.030890      3  0.031883
4.0          0.003724      3  0.006337
4.5          0.013309      1       NaN
5.0          0.016732      1       NaN","                 Mean  Count       STD
smell value                           
3.0          0.030890      3  0.031883
4.0          0.005586      2  0.007714
5.0          0.016732      1       NaN
8.0          0.000000      1       NaN
9.0          0.013309      1       NaN",-0.38997036971633336,-0.3568764107776036
2020-6-4-afternoon,2020-6-4-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          0.009583      5  0.019843
4.0          0.003716      3  0.001932
5.0          0.005501      1       NaN","                 Mean  Count       STD
smell value                           
3.0          0.009583      5  0.019843
4.0          0.003716      3  0.001932
5.0          0.005501      1       NaN",-0.16437058273379054,-0.16437058273379054
2020-6-5-morning,2020-6-5-morning,80.0,80.0,"                 Mean  Count       STD
smell value                           
1.0          0.009770      3  0.016685
2.0          0.000000      2  0.000000
3.0          0.314660      3  0.528882
5.0          0.029262      2  0.041355","                 Mean  Count       STD
smell value                           
1.0          0.009770      3  0.016685
2.0          0.000000      2  0.000000
3.0          0.314660      3  0.528882
5.0          0.029262      2  0.041355",0.12011140603435395,0.12011140603435395
2020-6-5-afternoon,2020-6-5-afternoon,75.0,75.0,"                 Mean  Count       STD
smell value                           
1.0          0.017172      3  0.026427
3.0          0.001721      3  0.002459
4.0          0.000000      1       NaN
5.0          0.000000      1       NaN","                 Mean  Count       STD
smell value                           
1.0          0.017172      3  0.026427
3.0          0.001721      3  0.002459
4.0          0.000000      1       NaN
5.0          0.000000      1       NaN",-0.47076174379328434,-0.47076174379328434
