,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2019-3-1-morning,2019-3-1-morning,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.437665      1       NaN
2.0          0.006364      1       NaN
3.0          0.027172      2  0.013979
5.0          0.004520      1       NaN","                 Mean  Count       STD
smell value                           
1.0          0.437665      1       NaN
2.0          0.006364      1       NaN
3.0          0.027172      2  0.013979
5.0          0.004520      1       NaN",-0.6889705387151516,-0.6889705387151516
2019-3-1-afternoon,2019-3-1-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.002844      3  0.004571
2.0          0.000003      1       NaN
3.0          0.010215      5  0.018170
4.0          0.042772      3  0.064431
5.0          0.012607      2  0.017249","                 Mean  Count       STD
smell value                           
1.0          0.002844      3  0.004571
2.0          0.000003      1       NaN
3.0          0.011722      4  0.020617
4.0          0.042772      3  0.064431
5.0          0.012607      2  0.017249
6.0          0.004188      1       NaN",0.2886707100291967,0.19770139943856735
2019-3-2-morning,2019-3-2-morning,100.0,100.0,"                 Mean  Count       STD
smell value                           
2.0          0.000030      1       NaN
3.0          0.007430      1       NaN
4.0          0.009846      3  0.008274
5.0          0.015487      1       NaN","                 Mean  Count       STD
smell value                           
2.0          0.000030      1       NaN
3.0          0.007430      1       NaN
4.0          0.009846      3  0.008274
15.0         0.015487      1       NaN",0.6797516178843699,0.5325988883997507
2019-3-2-afternoon,2019-3-2-afternoon,80.0,80.0,"                 Mean  Count       STD
smell value                           
1.0          0.000022      2  0.000009
2.0          0.000000      1       NaN
3.0          0.011251      3  0.019483
4.0          0.000068      3  0.000056
5.0          0.006622      1       NaN","                 Mean  Count       STD
smell value                           
1.0          0.000022      2  0.000009
2.0          0.000000      1       NaN
3.0          0.011251      3  0.019483
4.0          0.000068      3  0.000056
5.0          0.006622      1       NaN",0.10469998248971285,0.10469998248971285
2019-3-3-morning,2019-3-3-morning,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          0.002358      2  0.000502
4.0          0.009483      2  0.005897","                 Mean  Count       STD
smell value                           
3.0          0.002358      2  0.000502
4.0          0.009483      2  0.005897",0.769231184020371,0.769231184020371
2019-3-3-afternoon,2019-3-3-afternoon,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.001776      1  NaN
3.0          0.002496      1  NaN
4.0          0.006225      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.001776      1  NaN
3.0          0.002496      1  NaN
4.0          0.006225      1  NaN",0.8459889751990589,0.8459889751990589
2019-3-4-morning,2019-3-4-morning,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.052487      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.052487      1  NaN",,
2019-3-4-afternoon,2019-3-4-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.000519      2  0.000674","                 Mean  Count       STD
smell value                           
1.0          0.000519      2  0.000674",,
2019-3-5-morning,2019-3-5-morning,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.000039      1  NaN
4.0          0.002701      1  NaN
5.0          0.031599      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000039      1  NaN
4.0          0.002701      1  NaN
5.0          0.031599      1  NaN",0.7461664426944576,0.7461664426944576
2019-3-5-afternoon,2019-3-5-afternoon,90.0,90.0,"                 Mean  Count       STD
smell value                           
1.0          0.000847      5  0.001876
2.0          0.006374      3  0.007201
4.0          0.000219      1       NaN
5.0          0.025861      1       NaN","                 Mean  Count       STD
smell value                           
1.0          0.000847      5  0.001876
2.0          0.006374      3  0.007201
4.0          0.000219      1       NaN
5.0          0.025861      1       NaN",0.6730491502461489,0.6730491502461489
