,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2021-5-1-morning,2021-5-1-morning,50.0,50.0,"                 Mean  Count       STD
smell value                           
2.0          0.000049      2  0.000070
3.0          0.000000      1       NaN
4.0          0.008523      2  0.012019
5.0          0.000000      1       NaN","                 Mean  Count       STD
smell value                           
2.0          0.000049      2  0.000070
3.0          0.000000      1       NaN
4.0          0.008523      2  0.012019
5.0          0.000000      1       NaN",0.26732489941936866,0.26732489941936866
2021-5-1-afternoon,2021-5-1-afternoon,20.0,20.0,"                 Mean  Count       STD
smell value                           
1.0          0.000000      1       NaN
2.0          0.000000      1       NaN
3.0          0.001143      3  0.001979
4.0          0.001074      3  0.001860
5.0          0.000000      2  0.000000","                 Mean  Count       STD
smell value                           
1.0          0.000000      1       NaN
2.0          0.000000      1       NaN
3.0          0.001143      3  0.001979
4.0          0.001074      3  0.001860
5.0          0.000000      2  0.000000",0.03518292214938208,0.03518292214938208
2021-5-2-morning,2021-5-2-morning,66.66666666666666,66.66666666666666,"                 Mean  Count       STD
smell value                           
1.0          0.000000      1       NaN
3.0          0.000558      2  0.000075","                 Mean  Count       STD
smell value                           
1.0          0.000000      1       NaN
3.0          0.000558      2  0.000075",0.986833873481898,0.986833873481898
2021-5-2-afternoon,2021-5-2-afternoon,54.54545454545454,54.54545454545454,"                 Mean  Count       STD
smell value                           
1.0          0.000000      3  0.000000
3.0          0.002037      3  0.001760
4.0          0.000004      2  0.000005
5.0          0.004421      3  0.007657","                 Mean  Count       STD
smell value                           
1.0          0.000000      3  0.000000
3.0          0.002037      3  0.001760
4.0          0.000004      2  0.000005
5.0          0.004421      3  0.007657",0.3588585870324507,0.3588585870324507
2021-5-3-morning,2021-5-3-morning,75.0,75.0,"                 Mean  Count       STD
smell value                           
2.0          0.000026      1       NaN
3.0          0.000000      1       NaN
5.0          0.026974      2  0.022129","                 Mean  Count       STD
smell value                           
2.0          0.000026      1       NaN
3.0          0.000000      1       NaN
5.0          0.026974      2  0.022129",0.7436524402417758,0.7436524402417758
2021-5-3-afternoon,2021-5-3-afternoon,42.857142857142854,42.857142857142854,"                 Mean  Count       STD
smell value                           
3.0          0.010690      5  0.016607
4.0          0.004352      5  0.006956
5.0          0.003542      4  0.007044","                 Mean  Count       STD
smell value                           
3.0          0.013363      4  0.017892
4.0          0.004352      5  0.006956
5.0          0.004703      3  0.008145
6.0          0.000000      1       NaN
10.0         0.000060      1       NaN",-0.27601277929368434,-0.3180410608965667
2021-5-4-morning,2021-5-4-morning,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
5.0           0.0      1  NaN",,
2021-5-4-afternoon,2021-5-4-afternoon,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN
3.0           0.0      2  0.0
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN
3.0           0.0      2  0.0
5.0           0.0      1  NaN",,
2021-5-5-morning,2021-5-5-morning,50.0,50.0,"                Mean  Count  STD
smell value                     
2.0          0.00000      1  NaN
5.0          0.00001      1  NaN","                Mean  Count  STD
smell value                     
2.0          0.00000      1  NaN
5.0          0.00001      1  NaN",1.0,1.0
2021-5-5-afternoon,2021-5-5-afternoon,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.037214      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.037214      1  NaN",,
