,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2020-7-1-morning,2020-7-1-morning,83.33333333333334,83.33333333333334,"                 Mean  Count       STD
smell value                           
1.0          0.732590      1       NaN
2.0          0.079052      2  0.111797
3.0          0.040914      1       NaN
4.0          0.001733      2  0.000539","                 Mean  Count       STD
smell value                           
1.0          0.732590      1       NaN
2.0          0.079052      2  0.111797
3.0          0.040914      1       NaN
4.0          0.001733      2  0.000539",-0.7474790356850846,-0.7474790356850846
2020-7-1-afternoon,2020-7-1-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.001493      1       NaN
2.0          0.003743      1       NaN
3.0          0.017012      4  0.031889
4.0          0.001628      2  0.000157
5.0          0.021212      2  0.003126","                 Mean  Count       STD
smell value                           
1.0          0.001493      1       NaN
2.0          0.003743      1       NaN
3.0          0.017012      4  0.031889
4.0          0.001628      2  0.000157
5.0          0.021212      2  0.003126",0.19936947843573388,0.19936947843573388
2020-7-2-morning,2020-7-2-morning,80.0,80.0,"                 Mean  Count       STD
smell value                           
3.0          0.016652      2  0.023549
4.0          0.109736      3  0.152609","                 Mean  Count       STD
smell value                           
3.0          0.016652      2  0.023549
4.0          0.109736      3  0.152609",0.42512317016417733,0.42512317016417733
2020-7-2-afternoon,2020-7-2-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.000493      1       NaN
2.0          0.007067      2  0.001150
3.0          0.003562      4  0.002410
4.0          0.001095      1       NaN
5.0          0.003506      2  0.004141","                 Mean  Count       STD
smell value                           
1.0          0.000493      1       NaN
2.0          0.007067      2  0.001150
3.0          0.001652      2  0.001435
4.0          0.001095      1       NaN
5.0          0.003506      2  0.004141
6.0          0.005471      2  0.000886",-0.11013785508109913,0.15034728596799668
2020-7-3-morning,2020-7-3-morning,86.11111111111111,86.11111111111111,"                 Mean  Count       STD
smell value                           
3.000000     0.027960      6  0.030290
3.500000     0.002750      1       NaN
4.000000     0.012684     18  0.009202
4.333333     0.013256      1       NaN
4.500000     0.003327      2  0.004626
5.000000     0.004883      8  0.005475","                 Mean  Count       STD
smell value                           
3.0          0.027960      6  0.030290
4.0          0.012043     17  0.009062
5.0          0.004102      7  0.005412
7.0          0.002750      1       NaN
8.0          0.023576      1       NaN
9.0          0.000055      1       NaN
10.0         0.010345      1       NaN
13.0         0.013256      1       NaN
18.0         0.006598      1       NaN",-0.4510963789204812,-0.17873658427565528
2020-7-3-afternoon,2020-7-3-afternoon,77.77777777777779,77.77777777777779,"                 Mean  Count       STD
smell value                           
1.0          0.001425      4  0.001668
2.0          0.000003      1       NaN
3.0          0.005360      4  0.002785
4.0          0.001072      6  0.001184
5.0          0.001565      3  0.001214","                 Mean  Count       STD
smell value                           
1.0          0.001425      4  0.001668
2.0          0.000003      1       NaN
3.0          0.005360      4  0.002785
4.0          0.001072      6  0.001184
5.0          0.001565      3  0.001214",-0.033861771426077415,-0.033861771426077415
2020-7-4-morning,2020-7-4-morning,91.66666666666666,91.66666666666666,"                 Mean  Count       STD
smell value                           
1.0          0.000501      2  0.000671
2.0          0.010288      1       NaN
3.0          0.083097      2  0.117517
4.0          0.092486      4  0.156164
5.0          0.040861      3  0.030114","                 Mean  Count       STD
smell value                           
1.0          0.000501      2  0.000671
2.0          0.010288      1       NaN
3.0          0.083097      2  0.117517
4.0          0.092486      4  0.156164
5.0          0.040861      3  0.030114",0.2091240275851616,0.2091240275851616
2020-7-4-afternoon,2020-7-4-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.000429      1       NaN
3.0          0.004122      2  0.002489
4.0          0.000909      2  0.000672
5.0          0.005096      2  0.004633","                 Mean  Count       STD
smell value                           
1.0          0.000429      1       NaN
3.0          0.004122      2  0.002489
4.0          0.000909      2  0.000672
5.0          0.005096      2  0.004633",0.37615247071139063,0.37615247071139063
2020-7-5-morning,2020-7-5-morning,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.019061      2  0.010787
2.0          0.028962      2  0.005337
3.0          0.046910      4  0.065991
4.0          0.024965      6  0.023410
5.0          0.012891      3  0.016530","                 Mean  Count       STD
smell value                           
1.0          0.019061      2  0.010787
2.0          0.028962      2  0.005337
3.0          0.046910      4  0.065991
4.0          0.026965      5  0.025594
5.0          0.012891      3  0.016530
8.0          0.014969      1       NaN",-0.10553724475911608,-0.13403073005271235
2020-7-5-afternoon,2020-7-5-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.005450      2  0.003993
2.0          0.010599      1       NaN
3.0          0.004813      2  0.002290
4.0          0.011170      6  0.005246","                 Mean  Count       STD
smell value                           
1.0          0.005450      2  0.003993
2.0          0.010599      1       NaN
3.0          0.004813      2  0.002290
4.0          0.011170      6  0.005246",0.4210360278541161,0.4210360278541161
