,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2022-7-1-morning,2022-7-1-morning,94.11764705882352,94.11764705882352,"                 Mean  Count       STD
smell value                           
3.0          0.021612      4  0.015513
3.5          0.025837      1       NaN
4.0          0.035032      7  0.022966
5.0          0.466050      5  0.788369","                 Mean  Count       STD
smell value                           
3.0          0.021612      4  0.015513
4.0          0.035032      7  0.022966
5.0          0.466050      5  0.788369
7.0          0.025837      1       NaN",0.39818863773910296,0.22995081449735275
2022-7-1-afternoon,2022-7-1-afternoon,14.285714285714285,14.285714285714285,"                     Mean  Count           STD
smell value                                   
2.0          1.564400e-07      5  3.498105e-07
3.0          0.000000e+00      1           NaN
5.0          0.000000e+00      1           NaN","                     Mean  Count           STD
smell value                                   
2.0          1.564400e-07      5  3.498105e-07
3.0          0.000000e+00      1           NaN
10.0         0.000000e+00      1           NaN",-0.22222222222222218,-0.1899901489143371
2022-7-2-morning,2022-7-2-morning,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2022-7-2-afternoon,2022-7-2-afternoon,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      1  NaN",,
2022-7-3-morning,2022-7-3-morning,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.072272      1  NaN
4.0          0.007288      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.072272      1  NaN
4.0          0.007288      1  NaN",-1.0,-1.0
2022-7-3-afternoon,2022-7-3-afternoon,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.000537      1  NaN
2.5          0.001754      1  NaN
4.0          0.002829      1  NaN
5.0          0.010618      1  NaN","                 Mean  Count       STD
smell value                           
1.0          0.000537      1       NaN
4.0          0.002829      1       NaN
5.0          0.006186      2  0.006268",0.8428387611995051,0.5683463459151903
2022-7-4-morning,2022-7-4-morning,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.234681      2  0.278844
3.0          0.030288      5  0.036726
3.5          0.015415      1       NaN
4.0          0.016122      3  0.007356
4.5          0.248327      1       NaN
5.0          0.047044      8  0.035070","                 Mean  Count       STD
smell value                           
1.0          0.431853      1       NaN
3.0          0.030288      5  0.036726
4.0          0.021469      4  0.012264
5.0          0.047044      8  0.035070
7.0          0.015415      1       NaN
9.0          0.248327      1       NaN",-0.34813524022107295,-0.09400902315962684
2022-7-4-afternoon,2022-7-4-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.000000     0.001103      3  0.001030
2.000000     0.000178      1       NaN
3.000000     0.008105      4  0.004373
3.500000     0.005263      1       NaN
4.000000     0.006134      6  0.001729
4.333333     0.005196      1       NaN
5.000000     0.003436      2  0.001006","                 Mean  Count       STD
smell value                           
1.0          0.001103      3  0.001030
2.0          0.000178      1       NaN
3.0          0.008105      4  0.004373
4.0          0.006134      6  0.001729
5.0          0.003436      2  0.001006
7.0          0.005263      1       NaN
13.0         0.005196      1       NaN",0.395678809779289,0.20136413953914906
2022-7-5-morning,2022-7-5-morning,75.0,75.0,"                 Mean  Count       STD
smell value                           
3.000000     0.011596      3  0.020084
4.000000     0.062152      3  0.039328
4.666667     0.008830      1       NaN
5.000000     0.033697      1       NaN","                 Mean  Count       STD
smell value                           
3.0          0.011596      3  0.020084
4.0          0.062152      3  0.039328
10.0         0.033697      1       NaN
14.0         0.008830      1       NaN",0.258772246760965,-0.1736971443077291
2022-7-5-afternoon,2022-7-5-afternoon,25.0,25.0,"                 Mean  Count       STD
smell value                           
1.0          0.024638      2  0.034844
3.0          0.000000      1       NaN
5.0          0.000000      1       NaN","                 Mean  Count       STD
smell value                           
1.0          0.024638      2  0.034844
3.0          0.000000      1       NaN
5.0          0.000000      1       NaN",-0.5222329678670935,-0.5222329678670935
2022-7-6-morning,2022-7-6-morning,66.66666666666666,66.66666666666666,"                 Mean  Count  STD
smell value                      
1.0          0.016609      1  NaN
4.0          0.000000      1  NaN
5.0          0.017198      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.016609      1  NaN
4.0          0.000000      1  NaN
5.0          0.017198      1  NaN",-0.24824833148569542,-0.24824833148569542
2022-7-6-afternoon,2022-7-6-afternoon,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000756      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000756      1  NaN",,
2022-7-7-morning,2022-7-7-morning,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.031314      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.031314      1  NaN",,
2022-7-7-afternoon,2022-7-7-afternoon,75.0,75.0,"                 Mean  Count       STD
smell value                           
3.5          0.002387      1       NaN
4.0          0.003485      1       NaN
5.0          0.045242      2  0.063982","                 Mean  Count       STD
smell value                           
4.0          0.003485      1       NaN
5.0          0.045242      2  0.063982
7.0          0.002387      1       NaN",0.5334550202864273,-0.13637952368906425
2022-7-8-morning,2022-7-8-morning,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          0.090720      3  0.127648
4.0          0.022863      1       NaN","                 Mean  Count       STD
smell value                           
3.0          0.090720      3  0.127648
4.0          0.022863      1       NaN",-0.30954577325601834,-0.30954577325601834
2022-7-8-afternoon,2022-7-8-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
2.0          0.003073      1       NaN
3.0          0.010387      2  0.009273
4.0          0.006433      4  0.004615
5.0          0.001950      1       NaN","                 Mean  Count       STD
smell value                           
3.0          0.010387      2  0.009273
4.0          0.005761      5  0.004270
5.0          0.001950      1       NaN",-0.1597859247815265,-0.5009437576503143
