,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2019-8-1-morning,2019-8-1-morning,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          0.092018      2  0.056156
4.0          0.263804      4  0.288233
5.0          0.049881      1       NaN","                 Mean  Count       STD
smell value                           
3.0          0.092018      2  0.056156
4.0          0.263804      4  0.288233
5.0          0.049881      1       NaN",0.05289936450664441,0.05289936450664441
2019-8-1-afternoon,2019-8-1-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
2.0          0.012533      1       NaN
3.0          0.017800      3  0.018611
4.0          0.015788      3  0.016113","                 Mean  Count       STD
smell value                           
2.0          0.012533      1       NaN
3.0          0.017800      3  0.018611
4.0          0.015788      3  0.016113",0.037826447035992354,0.037826447035992354
2019-8-2-morning,2019-8-2-morning,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.017353      1       NaN
2.0          0.075883      1       NaN
3.0          0.009639      1       NaN
4.0          0.278387      9  0.458448
5.0          0.034543      1       NaN","                 Mean  Count       STD
smell value                           
1.0          0.017353      1       NaN
2.0          0.075883      1       NaN
3.0          0.009639      1       NaN
4.0          0.278387      9  0.458448
5.0          0.034543      1       NaN",0.1703386658711786,0.1703386658711786
2019-8-2-afternoon,2019-8-2-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.013892      1       NaN
3.0          0.024030      2  0.007361
4.0          0.011226      5  0.011157
5.0          0.011165      3  0.005005","                 Mean  Count       STD
smell value                           
1.0          0.013892      1       NaN
3.0          0.024030      2  0.007361
4.0          0.011226      5  0.011157
5.0          0.011165      3  0.005005",-0.26402367396721127,-0.26402367396721127
2019-8-3-morning,2019-8-3-morning,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.612917      1       NaN
2.0          0.001859      1       NaN
3.0          0.097466      4  0.180510
4.0          0.485684      3  0.542339
5.0          0.490552      6  0.517370","                 Mean  Count       STD
smell value                           
1.0          0.612917      1       NaN
2.0          0.001859      1       NaN
3.0          0.097466      4  0.180510
4.0          0.485684      3  0.542339
5.0          0.490552      6  0.517370",0.2329415639840746,0.2329415639840746
2019-8-3-afternoon,2019-8-3-afternoon,100.0,100.0,"                 Mean  Count      STD
smell value                          
2.0          0.008196      1      NaN
3.0          0.030700      1      NaN
4.0          0.010450      1      NaN
5.0          0.014233      5  0.01732","                 Mean  Count      STD
smell value                          
2.0          0.008196      1      NaN
3.0          0.030700      1      NaN
4.0          0.010450      1      NaN
5.0          0.014233      5  0.01732",-0.05042973400293553,-0.05042973400293553
2019-8-4-morning,2019-8-4-morning,75.0,75.0,"                 Mean  Count       STD
smell value                           
3.0          0.022362      2  0.031625
4.0          0.272508      4  0.259910
5.0          0.261003      2  0.286756","                 Mean  Count       STD
smell value                           
3.0          0.022362      2  0.031625
4.0          0.272508      4  0.259910
5.0          0.261003      2  0.286756",0.3886286966279441,0.3886286966279441
2019-8-4-afternoon,2019-8-4-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
2.000000     0.000223      1       NaN
3.000000     0.072966      1       NaN
4.000000     0.038491      3  0.039861
4.666667     0.008938      1       NaN
5.000000     0.014038      1       NaN","                 Mean  Count       STD
smell value                           
2.0          0.000223      1       NaN
3.0          0.072966      1       NaN
4.0          0.038491      3  0.039861
5.0          0.014038      1       NaN
14.0         0.008938      1       NaN",-0.06375163965865402,-0.2605858635629779
2019-8-5-morning,2019-8-5-morning,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          0.065759      9  0.136914
3.5          0.014359      1       NaN
4.0          0.195923     12  0.406169
5.0          0.401763      6  0.581752","                 Mean  Count       STD
smell value                           
3.0          0.065759      9  0.136914
4.0          0.195923     12  0.406169
5.0          0.401763      6  0.581752
7.0          0.014359      1       NaN",0.31871550419431455,0.18778173922247196
2019-8-5-afternoon,2019-8-5-afternoon,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.003565      2  0.004823
3.0          0.016882      4  0.007870
4.0          0.002091      2  0.000944
5.0          0.005262      2  0.001990","                 Mean  Count       STD
smell value                           
1.0          0.003565      2  0.004823
3.0          0.016882      4  0.007870
4.0          0.002091      2  0.000944
5.0          0.005262      2  0.001990",-0.06477383581628363,-0.06477383581628363
