,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2019-10-1-morning,2019-10-1-morning,92.6829268292683,92.6829268292683,"                 Mean  Count       STD
smell value                           
1.0          0.069578      1       NaN
2.0          0.432015      2  0.553025
3.0          0.159900     12  0.225788
4.0          0.114596     10  0.121590
4.2          0.084070      1       NaN
4.5          0.364751      1       NaN
5.0          0.067742     14  0.055538","                 Mean  Count       STD
smell value                           
1.0          0.069578      1       NaN
2.0          0.432015      2  0.553025
3.0          0.149191     11  0.233590
4.0          0.190999      5  0.134833
5.0          0.063219     10  0.054268
8.0          0.037445      4  0.025499
9.0          0.321227      2  0.061552
10.0         0.079051      4  0.065517
12.0         0.041185      1       NaN
21.0         0.084070      1       NaN",-0.2816480392027727,-0.15914881679291212
2019-10-1-afternoon,2019-10-1-afternoon,40.0,40.0,"                 Mean  Count       STD
smell value                           
1.0          0.000500      3  0.000867
2.0          0.000000      1       NaN
3.0          0.003063      6  0.005465
4.0          0.003837      6  0.006525
5.0          0.000012      4  0.000015","                 Mean  Count       STD
smell value                           
1.0          0.000500      3  0.000867
2.0          0.000000      1       NaN
3.0          0.003063      6  0.005465
4.0          0.004604      5  0.006986
5.0          0.000012      4  0.000015
8.0          0.000000      1       NaN",0.043620492806769696,-0.023610901263733407
2019-10-2-morning,2019-10-2-morning,70.0,70.0,"                 Mean  Count       STD
smell value                           
1.000000     0.037435      1       NaN
2.000000     0.016373      2  0.023155
3.000000     0.018852      8  0.039702
3.500000     0.030880      3  0.031631
3.750000     0.002008      1       NaN
3.800000     0.000111      1       NaN
4.000000     0.028895     16  0.055222
4.333333     0.000166      1       NaN
4.500000     0.002964      4  0.002633
4.666667     0.004535      1       NaN
5.000000     0.039212     12  0.071266","                 Mean  Count       STD
smell value                           
1.0          0.037435      1       NaN
2.0          0.016373      2  0.023155
3.0          0.018852      8  0.039702
4.0          0.033279     13  0.060593
5.0          0.048860      9  0.080627
7.0          0.030880      3  0.031631
8.0          0.004635      1       NaN
9.0          0.003332      3  0.003097
10.0         0.014340      2  0.020280
12.0         0.012528      2  0.017569
13.0         0.000166      1       NaN
14.0         0.004535      1       NaN
15.0         0.002063      2  0.000078
18.0         0.001860      1       NaN
19.0         0.000111      1       NaN",0.06984597150465682,-0.19766546322812276
2019-10-2-afternoon,2019-10-2-afternoon,13.333333333333334,13.333333333333334,"                 Mean  Count       STD
smell value                           
1.0          0.000000      3  0.000000
2.0          0.000005      1       NaN
3.0          0.000000      1       NaN
4.0          0.026427      7  0.069921
5.0          0.000000      3  0.000000","                 Mean  Count       STD
smell value                           
1.0          0.000000      3  0.000000
2.0          0.000005      1       NaN
3.0          0.000000      1       NaN
4.0          0.026427      7  0.069921
5.0          0.000000      2  0.000000
10.0         0.000000      1       NaN",0.11414629614916995,0.0332402383282385
2019-10-3-morning,2019-10-3-morning,95.23809523809523,95.23809523809523,"                 Mean  Count       STD
smell value                           
2.0          0.067423      2  0.066258
3.0          0.034994      7  0.024871
4.0          0.040162      6  0.036447
5.0          0.016357      6  0.016589","                 Mean  Count       STD
smell value                           
2.0          0.067423      2  0.066258
3.0          0.034994      7  0.024871
4.0          0.040162      6  0.036447
5.0          0.019603      5  0.016278
10.0         0.000128      1       NaN",-0.38541133061018634,-0.3885638726108805
2019-10-3-afternoon,2019-10-3-afternoon,71.42857142857143,71.42857142857143,"                 Mean  Count       STD
smell value                           
1.0          0.000025      1       NaN
2.0          0.002690      2  0.003804
3.0          0.004937      1       NaN
4.0          0.000146      2  0.000206
5.0          0.000095      1       NaN","                 Mean  Count       STD
smell value                           
1.0          0.000025      1       NaN
2.0          0.002690      2  0.003804
3.0          0.004937      1       NaN
4.0          0.000146      2  0.000206
5.0          0.000095      1       NaN",-0.2349458887179463,-0.2349458887179463
2019-10-4-morning,2019-10-4-morning,71.42857142857143,71.42857142857143,"                 Mean  Count       STD
smell value                           
1.0          0.002424      4  0.003966
3.0          0.042829      2  0.052255
4.0          0.000028      1       NaN","                 Mean  Count       STD
smell value                           
1.0          0.002424      4  0.003966
3.0          0.042829      2  0.052255
4.0          0.000028      1       NaN",0.33430984841466876,0.33430984841466876
2019-10-4-afternoon,2019-10-4-afternoon,84.61538461538461,84.61538461538461,"                 Mean  Count       STD
smell value                           
1.0          0.000201      2  0.000284
2.0          0.000241      1       NaN
3.0          0.000008      2  0.000004
4.0          0.003724      3  0.003394
5.0          0.008525      5  0.015351","                 Mean  Count       STD
smell value                           
1.0          0.000201      2  0.000284
2.0          0.000241      1       NaN
3.0          0.000008      2  0.000004
4.0          0.003724      3  0.003394
5.0          0.008525      5  0.015351",0.35171934407231636,0.35171934407231636
2019-10-5-morning,2019-10-5-morning,90.9090909090909,90.9090909090909,"                 Mean  Count       STD
smell value                           
1.0          0.021125      2  0.014236
2.5          0.000000      1       NaN
3.0          0.023484      5  0.042204
4.0          0.003463      3  0.003363","                 Mean  Count       STD
smell value                           
1.0          0.021125      2  0.014236
3.0          0.028484      4  0.046992
4.0          0.003463      3  0.003363
5.0          0.000000      1       NaN
6.0          0.003485      1       NaN",-0.16710451789710656,-0.28825862958602627
2019-10-5-afternoon,2019-10-5-afternoon,95.0,95.0,"                 Mean  Count       STD
smell value                           
1.0          0.003806      6  0.009102
2.0          0.001131      2  0.001593
3.0          0.019561      4  0.018850
4.0          0.009118      4  0.004265
4.5          0.001278      1       NaN
5.0          0.024202      3  0.032105","                 Mean  Count       STD
smell value                           
1.0          0.003806      6  0.009102
2.0          0.001131      2  0.001593
3.0          0.023990      3  0.020378
4.0          0.009118      4  0.004265
5.0          0.024202      3  0.032105
6.0          0.006273      1       NaN
9.0          0.001278      1       NaN",0.3455165577319517,0.16269071690803852
