,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2019-6-1-1,2019-6-1-1,40.0,40.0,"                 Mean  Count       STD
smell value                           
4.0          0.000000      1       NaN
5.0          0.010769      4  0.021523","                 Mean  Count       STD
smell value                           
4.0          0.000000      1       NaN
5.0          0.010769      4  0.021523",0.2501706264825216,0.2501706264825216
2019-6-1-2,2019-6-1-2,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000671      1  NaN
4.0          0.000296      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000671      1  NaN
4.0          0.000296      1  NaN",-0.9999999999999999,-0.9999999999999999
2019-6-1-3,2019-6-1-3,75.0,75.0,"                 Mean  Count       STD
smell value                           
3.0          0.000379      1       NaN
4.0          0.000653      1       NaN
5.0          0.000146      2  0.000206","                 Mean  Count       STD
smell value                           
3.0          0.000379      1       NaN
4.0          0.000653      1       NaN
5.0          0.000146      2  0.000206",-0.5406006095952656,-0.5406006095952656
2019-6-1-4,2019-6-1-4,80.0,80.0,"                 Mean  Count       STD
smell value                           
4.0          0.001011      1       NaN
5.0          0.001910      4  0.002897","                 Mean  Count       STD
smell value                           
4.0          0.001011      1       NaN
5.0          0.001910      4  0.002897",0.15828058239401752,0.15828058239401752
2019-6-1-5,2019-6-1-5,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      2  0.0
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      2  0.0
5.0           0.0      1  NaN",,
2019-6-1-6,2019-6-1-6,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN
5.0           0.0      1  NaN",,
2019-6-1-7,2019-6-1-7,50.0,50.0,"                 Mean  Count  STD
smell value                      
3.0          0.000000      1  NaN
5.0          0.000137      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000000      1  NaN
5.0          0.000137      1  NaN",1.0,1.0
2019-6-1-8,2019-6-1-8,50.0,50.0,"                 Mean  Count  STD
smell value                      
4.0          0.000951      1  NaN
5.0          0.000000      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000951      1  NaN
5.0          0.000000      1  NaN",-1.0,-1.0
2019-6-1-9,2019-6-1-9,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN",,
2019-6-1-10,2019-6-1-10,66.66666666666666,66.66666666666666,"                 Mean  Count       STD
smell value                           
4.0          0.000000      1       NaN
5.0          0.010828      2  0.004172","                 Mean  Count       STD
smell value                           
4.0          0.000000      1       NaN
5.0          0.010828      2  0.004172",0.9043458855315271,0.9043458855315271
2019-6-1-11,2019-6-1-11,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2019-6-1-12,2019-6-1-12,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000013      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000013      1  NaN",,
2019-6-1-13,2019-6-1-13,100.0,100.0,"                Mean  Count  STD
smell value                     
5.0          0.00066      1  NaN","                Mean  Count  STD
smell value                     
5.0          0.00066      1  NaN",,
2019-6-1-14,2019-6-1-14,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.002832      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.002832      1  NaN",,
2019-6-1-15,2019-6-1-15,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2019-6-1-16,2019-6-1-16,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000653      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000653      1  NaN",,
2019-6-1-17,2019-6-1-17,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000005      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000005      1  NaN",,
2019-6-1-20,2019-6-1-20,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN",,
2019-6-1-21,2019-6-1-21,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2019-6-1-23,2019-6-1-23,25.0,25.0,"                 Mean  Count  STD
smell value                      
1.0          0.008899      1  NaN
2.0          0.000000      1  NaN
3.0          0.000000      1  NaN
4.0          0.000000      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.008899      1  NaN
2.0          0.000000      1  NaN
3.0          0.000000      1  NaN
4.0          0.000000      1  NaN",-0.7745966692414834,-0.7745966692414834
