,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2019-4-1-0,2019-4-1-0,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN",,
2019-4-1-11,2019-4-1-11,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN
5.0           0.0      1  NaN",,
2019-4-1-12,2019-4-1-12,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.000204      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000204      1  NaN",,
2019-4-1-14,2019-4-1-14,100.0,100.0,"                 Mean  Count       STD
smell value                           
2.0          0.000153      2  0.000131","                 Mean  Count       STD
smell value                           
2.0          0.000153      2  0.000131",,
2019-4-1-15,2019-4-1-15,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.000162      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000162      1  NaN",,
2019-4-1-16,2019-4-1-16,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.000895      2  0.000964
5.0          0.001195      1       NaN","                 Mean  Count       STD
smell value                           
1.0          0.000895      2  0.000964
5.0          0.001195      1       NaN",0.24586412755349632,0.24586412755349632
2019-4-1-19,2019-4-1-19,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.000185      2  0.000019","                 Mean  Count       STD
smell value                           
1.0          0.000185      2  0.000019",,
2019-4-1-21,2019-4-1-21,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000002      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000002      1  NaN",,
2019-4-2-1,2019-4-2-1,0.0,0.0,,,,
2019-4-2-2,2019-4-2-2,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.000077      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000077      1  NaN",,
2019-4-2-4,2019-4-2-4,20.0,20.0,"                 Mean  Count  STD
smell value                      
3.0          0.000000      2  0.0
4.0          0.003561      1  NaN
5.0          0.000000      2  0.0","                 Mean  Count  STD
smell value                      
3.0          0.000000      2  0.0
4.0          0.003561      1  NaN
5.0          0.000000      2  0.0",0.0,0.0
2019-4-2-5,2019-4-2-5,50.0,50.0,"                 Mean  Count       STD
smell value                           
4.0          0.000100      2  0.000141
5.0          0.007028      2  0.009939","                 Mean  Count       STD
smell value                           
4.0          0.000100      2  0.000141
5.0          0.007028      2  0.009939",0.5717950001170615,0.5717950001170615
2019-4-2-7,2019-4-2-7,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      2  0.0
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      2  0.0
5.0           0.0      1  NaN",,
2019-4-2-8,2019-4-2-8,50.0,50.0,"                 Mean  Count  STD
smell value                      
3.0          0.011919      1  NaN
5.0          0.000000      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.011919      1  NaN
5.0          0.000000      1  NaN",-1.0,-1.0
2019-4-2-9,2019-4-2-9,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000163      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000163      1  NaN",,
2019-4-2-10,2019-4-2-10,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          0.006532      3  0.005380
4.0          0.028853      4  0.025984
5.0          0.007404      3  0.006068","                 Mean  Count       STD
smell value                           
3.0          0.006532      3  0.005380
4.0          0.021206      3  0.025727
5.0          0.007404      3  0.006068
8.0          0.051794      1       NaN",0.018580078734981558,0.5655454751505874
2019-4-2-11,2019-4-2-11,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.007378      1       NaN
3.0          0.002951      5  0.001766
4.0          0.007609      6  0.008299
5.0          0.013445      5  0.013260","                 Mean  Count       STD
smell value                           
1.0          0.007378      1       NaN
3.0          0.002951      5  0.001766
4.0          0.007609      6  0.008299
5.0          0.013445      5  0.013260",0.34464251135155893,0.34464251135155893
2019-4-2-12,2019-4-2-12,95.45454545454545,95.45454545454545,"                 Mean  Count       STD
smell value                           
1.0          0.054291      1       NaN
2.0          0.003251      3  0.004318
3.0          0.005274      4  0.003672
4.0          0.005454      8  0.003894
5.0          0.004367      6  0.003671","                 Mean  Count       STD
smell value                           
1.0          0.054291      1       NaN
2.0          0.003251      3  0.004318
3.0          0.005274      4  0.003672
4.0          0.005454      8  0.003894
5.0          0.005138      5  0.003520
10.0         0.000514      1       NaN",-0.4676109900978395,-0.3880767618696007
2019-4-2-13,2019-4-2-13,85.71428571428571,85.71428571428571,"                 Mean  Count       STD
smell value                           
1.0          0.000000      1       NaN
2.0          0.003265      1       NaN
3.0          0.002122      6  0.001523
3.5          0.005771      1       NaN
4.0          0.005669      9  0.004769
5.0          0.022807      3  0.031587","                 Mean  Count       STD
smell value                           
1.0          0.000000      1       NaN
2.0          0.003265      1       NaN
3.0          0.002122      6  0.001523
4.0          0.005397      8  0.005023
5.0          0.004590      2  0.002071
7.0          0.005771      1       NaN
8.0          0.007850      1       NaN
10.0         0.059241      1       NaN",0.424229787596536,0.7246702451930458
