,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2020-7-1-2,2020-7-1-2,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.097099      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.097099      1  NaN",,
2020-7-1-9,2020-7-1-9,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN",,
2020-7-1-11,2020-7-1-11,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000176      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000176      1  NaN",,
2020-7-1-12,2020-7-1-12,100.0,100.0,"                 Mean  Count  STD
smell value                      
2.0          0.004197      1  NaN
3.0          0.000299      1  NaN
4.0          0.000007      1  NaN","                 Mean  Count  STD
smell value                      
2.0          0.004197      1  NaN
3.0          0.000299      1  NaN
4.0          0.000007      1  NaN",-0.895542203928282,-0.895542203928282
2020-7-1-13,2020-7-1-13,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.031389      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.031389      1  NaN",,
2020-7-1-16,2020-7-1-16,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000175      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000175      1  NaN",,
2020-7-1-17,2020-7-1-17,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          0.003283      2  0.004639","                 Mean  Count       STD
smell value                           
3.0          0.003283      2  0.004639",,
2020-7-1-18,2020-7-1-18,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.000083      1  NaN
4.0          0.000092      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000083      1  NaN
4.0          0.000092      1  NaN",1.0,1.0
2020-7-1-19,2020-7-1-19,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.003426      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.003426      1  NaN",,
2020-7-1-21,2020-7-1-21,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000055      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000055      1  NaN",,
2020-7-1-22,2020-7-1-22,100.0,100.0,"                 Mean  Count  STD
smell value                      
2.0          0.000348      1  NaN
3.0          0.000167      1  NaN
5.0          0.000515      1  NaN","                 Mean  Count  STD
smell value                      
2.0          0.000348      1  NaN
3.0          0.000167      1  NaN
5.0          0.000515      1  NaN",0.6362210737233043,0.6362210737233043
2020-7-1-23,2020-7-1-23,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000249      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000249      1  NaN",,
2020-7-2-0,2020-7-2-0,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.000091      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.000091      1  NaN",,
2020-7-2-3,2020-7-2-3,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2020-7-2-11,2020-7-2-11,75.0,75.0,"                 Mean  Count       STD
smell value                           
3.0          0.001637      2  0.002315
4.0          0.022514      2  0.026300","                 Mean  Count       STD
smell value                           
3.0          0.001637      2  0.002315
4.0          0.022514      2  0.026300",0.6202608538367546,0.6202608538367546
2020-7-2-14,2020-7-2-14,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000421      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000421      1  NaN",,
2020-7-2-15,2020-7-2-15,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000198      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000198      1  NaN",,
2020-7-2-16,2020-7-2-16,100.0,100.0,"                 Mean  Count       STD
smell value                           
2.0          0.000849      1       NaN
3.0          0.000457      2  0.000023
5.0          0.000079      1       NaN","                 Mean  Count       STD
smell value                           
2.0          0.000849      1       NaN
5.0          0.000079      1       NaN
6.0          0.000457      2  0.000023",-0.9692232368178764,-0.6567723201377532
2020-7-2-17,2020-7-2-17,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.000156      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.000156      1  NaN",,
2020-7-2-19,2020-7-2-19,50.0,50.0,"                 Mean  Count  STD
smell value                      
1.0          0.000000      1  NaN
3.0          0.000062      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000000      1  NaN
3.0          0.000062      1  NaN",1.0,1.0
2020-7-2-21,2020-7-2-21,100.0,100.0,"                 Mean  Count  STD
smell value                      
2.0          0.000051      1  NaN","                 Mean  Count  STD
smell value                      
2.0          0.000051      1  NaN",,
2020-7-2-23,2020-7-2-23,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.002667      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.002667      1  NaN",,
2020-7-3-1,2020-7-3-1,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2020-7-3-3,2020-7-3-3,50.0,50.0,"                 Mean  Count  STD
smell value                      
3.0          0.000000      1  NaN
5.0          0.084063      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000000      1  NaN
5.0          0.084063      1  NaN",1.0,1.0
2020-7-3-10,2020-7-3-10,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
5.0           0.0      1  NaN",,
2020-7-3-11,2020-7-3-11,66.66666666666666,66.66666666666666,"                 Mean  Count       STD
smell value                           
3.000000     0.000065      1       NaN
4.000000     0.000278     11  0.000249
4.333333     0.000033      1       NaN
4.666667     0.000000      1       NaN
5.000000     0.000118      4  0.000168","                 Mean  Count       STD
smell value                           
3.0          0.000065      1       NaN
4.0          0.000260     10  0.000255
5.0          0.000119      3  0.000206
8.0          0.000456      1       NaN
10.0         0.000114      1       NaN
13.0         0.000033      1       NaN
14.0         0.000000      1       NaN",-0.1914475812003236,-0.24741627592025633
2020-7-3-12,2020-7-3-12,53.84615384615385,53.84615384615385,"                 Mean  Count       STD
smell value                           
3.0          0.002475      4  0.003290
4.0          0.000163      7  0.000255
5.0          0.000000      2  0.000000","                 Mean  Count       STD
smell value                           
3.0          0.002475      4  0.003290
4.0          0.000163      7  0.000255
5.0          0.000000      2  0.000000",-0.4952613058342595,-0.4952613058342595
2020-7-3-13,2020-7-3-13,66.66666666666666,66.66666666666666,"                 Mean  Count  STD
smell value                      
3.0          0.001178      1  NaN
4.5          0.000000      1  NaN
5.0          0.000045      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.001178      1  NaN
5.0          0.000045      1  NaN
9.0          0.000000      1  NaN",-0.962176326610084,-0.7773379719699194
2020-7-3-14,2020-7-3-14,50.0,50.0,"                 Mean  Count       STD
smell value                           
4.0          0.000709      2  0.001002","                 Mean  Count       STD
smell value                           
4.0          0.000709      2  0.001002",,
2020-7-3-15,2020-7-3-15,85.71428571428571,85.71428571428571,"                 Mean  Count       STD
smell value                           
1.0          0.000267      2  0.000378
4.0          0.000177      2  0.000040
5.0          0.000176      3  0.000101","                 Mean  Count       STD
smell value                           
1.0          0.000267      2  0.000378
4.0          0.000177      2  0.000040
5.0          0.000176      3  0.000101",-0.25166100290027466,-0.25166100290027466
2020-7-3-16,2020-7-3-16,66.66666666666666,66.66666666666666,"                 Mean  Count  STD
smell value                      
2.0          0.000000      1  NaN
3.0          0.000245      1  NaN
4.0          0.000041      1  NaN","                 Mean  Count  STD
smell value                      
2.0          0.000000      1  NaN
3.0          0.000245      1  NaN
4.0          0.000041      1  NaN",0.15473655220880553,0.15473655220880553
2020-7-3-17,2020-7-3-17,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2020-7-3-18,2020-7-3-18,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000128      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000128      1  NaN",,
2020-7-3-19,2020-7-3-19,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.001442      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.001442      1  NaN",,
2020-7-3-20,2020-7-3-20,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.000038      1  NaN
3.0          0.000450      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000038      1  NaN
3.0          0.000450      1  NaN",1.0,1.0
2020-7-3-21,2020-7-3-21,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2020-7-3-23,2020-7-3-23,0.0,0.0,"             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN",,
2020-7-4-1,2020-7-4-1,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      1  NaN",,
2020-7-4-8,2020-7-4-8,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000033      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000033      1  NaN",,
2020-7-4-10,2020-7-4-10,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000058      1  NaN
5.0          0.006519      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000058      1  NaN
5.0          0.006519      1  NaN",1.0,1.0
