,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2022-11-1-0,2022-11-1-0,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2022-11-1-2,2022-11-1-2,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
5.0           0.0      1  NaN",,
2022-11-1-11,2022-11-1-11,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2022-11-1-12,2022-11-1-12,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
3.5           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
7.0           0.0      1  NaN",,
2022-11-1-14,2022-11-1-14,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      1  NaN",,
2022-11-1-15,2022-11-1-15,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2022-11-1-16,2022-11-1-16,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2022-11-1-17,2022-11-1-17,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.008301      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.008301      1  NaN",,
2022-11-1-21,2022-11-1-21,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000493      1  NaN
5.0          0.033852      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000493      1  NaN
5.0          0.033852      1  NaN",1.0,1.0
2022-11-2-0,2022-11-2-0,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.004884      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.004884      1  NaN",,
2022-11-2-2,2022-11-2-2,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.026897      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.026897      1  NaN",,
2022-11-2-4,2022-11-2-4,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000116      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000116      1  NaN",,
2022-11-2-5,2022-11-2-5,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.003048      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.003048      1  NaN",,
2022-11-2-10,2022-11-2-10,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      1  NaN
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      1  NaN
5.0           0.0      1  NaN",,
2022-11-2-11,2022-11-2-11,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          0.001152      1       NaN
4.0          0.009002      2  0.012546
5.0          0.014523      1       NaN","                 Mean  Count       STD
smell value                           
3.0          0.001152      1       NaN
4.0          0.009002      2  0.012546
5.0          0.014523      1       NaN",0.6001997458084123,0.6001997458084123
2022-11-2-12,2022-11-2-12,66.66666666666666,66.66666666666666,"                 Mean  Count       STD
smell value                           
3.0          0.000808      2  0.001143
4.0          0.013242      1       NaN
5.0          0.003385      3  0.005842","                 Mean  Count       STD
smell value                           
3.0          0.000808      2  0.001143
4.0          0.013242      1       NaN
5.0          0.003385      3  0.005842",0.1496241620818491,0.1496241620818491
