,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2019-7-1-0,2019-7-1-0,33.33333333333333,33.33333333333333,"                 Mean  Count       STD
smell value                           
3.0          0.017875      2  0.025279
4.0          0.000000      1       NaN","                 Mean  Count       STD
smell value                           
3.0          0.017875      2  0.025279
4.0          0.000000      1       NaN",-0.49999999999999994,-0.49999999999999994
2019-7-1-3,2019-7-1-3,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2019-7-1-4,2019-7-1-4,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.014717      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.014717      1  NaN",,
2019-7-1-9,2019-7-1-9,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.002172      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.002172      1  NaN",,
2019-7-1-10,2019-7-1-10,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2019-7-1-11,2019-7-1-11,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2019-7-1-12,2019-7-1-12,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          0.000693      4  0.000413
4.0          0.110273      1       NaN
5.0          0.048518      1       NaN","                 Mean  Count       STD
smell value                           
3.0          0.000693      4  0.000413
4.0          0.110273      1       NaN
5.0          0.048518      1       NaN",0.6707707345307652,0.6707707345307652
2019-7-1-13,2019-7-1-13,100.0,100.0,"                 Mean  Count       STD
smell value                           
4.0          0.006815      2  0.005765","                 Mean  Count       STD
smell value                           
4.0          0.006815      2  0.005765",,
2019-7-1-14,2019-7-1-14,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.001361      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.001361      1  NaN",,
2019-7-1-17,2019-7-1-17,100.0,100.0,"                Mean  Count  STD
smell value                     
4.0          0.00165      1  NaN","                Mean  Count  STD
smell value                     
4.0          0.00165      1  NaN",,
2019-7-1-18,2019-7-1-18,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000003      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000003      1  NaN",,
2019-7-1-20,2019-7-1-20,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.000047      2  0.000043
3.0          0.000069      1       NaN","                 Mean  Count       STD
smell value                           
1.0          0.000047      2  0.000043
3.0          0.000069      1       NaN",0.3881154013615255,0.3881154013615255
2019-7-1-21,2019-7-1-21,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2019-7-2-0,2019-7-2-0,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.005651      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.005651      1  NaN",,
2019-7-2-1,2019-7-2-1,50.0,50.0,"                 Mean  Count  STD
smell value                      
1.0          0.000000      1  NaN
5.0          0.000058      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000000      1  NaN
5.0          0.000058      1  NaN",1.0,1.0
2019-7-2-2,2019-7-2-2,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000009      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000009      1  NaN",,
2019-7-2-3,2019-7-2-3,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000621      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000621      1  NaN",,
2019-7-2-4,2019-7-2-4,33.33333333333333,33.33333333333333,"                 Mean  Count      STD
smell value                          
4.0          0.000306      3  0.00053","                 Mean  Count       STD
smell value                           
4.0          0.000459      2  0.000649
8.0          0.000000      1       NaN",,-0.5
2019-7-2-6,2019-7-2-6,50.0,50.0,"                 Mean  Count  STD
smell value                      
4.0          0.000000      1  NaN
5.0          0.007058      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000000      1  NaN
5.0          0.007058      1  NaN",1.0,1.0
2019-7-2-7,2019-7-2-7,100.0,100.0,"                Mean  Count       STD
smell value                          
5.0          0.02608      2  0.023202","                Mean  Count       STD
smell value                          
5.0          0.02608      2  0.023202",,
2019-7-2-8,2019-7-2-8,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000041      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000041      1  NaN",,
2019-7-2-9,2019-7-2-9,100.0,100.0,"                 Mean  Count  STD
smell value                      
2.0          0.000466      1  NaN
4.0          0.005349      1  NaN
5.0          0.011837      1  NaN","                 Mean  Count  STD
smell value                      
2.0          0.000466      1  NaN
4.0          0.005349      1  NaN
5.0          0.011837      1  NaN",0.9633713664794094,0.9633713664794094
2019-7-2-10,2019-7-2-10,50.0,50.0,"                 Mean  Count  STD
smell value                      
4.0          0.000587      1  NaN
5.0          0.000000      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000587      1  NaN
5.0          0.000000      1  NaN",-1.0,-1.0
2019-7-2-11,2019-7-2-11,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.002039      1  NaN
4.0          0.000263      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.002039      1  NaN
4.0          0.000263      1  NaN",-1.0000000000000002,-1.0000000000000002
2019-7-2-12,2019-7-2-12,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.000391      1  NaN
3.0          0.000005      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000391      1  NaN
3.0          0.000005      1  NaN",-1.0,-1.0
2019-7-2-13,2019-7-2-13,33.33333333333333,33.33333333333333,"                 Mean  Count  STD
smell value                      
1.0          0.000000      1  NaN
3.0          0.000000      1  NaN
4.0          0.000827      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000000      1  NaN
3.0          0.000000      1  NaN
4.0          0.000827      1  NaN",0.7559289460184544,0.7559289460184544
2019-7-2-14,2019-7-2-14,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN
4.0           0.0      1  NaN",,
2019-7-2-15,2019-7-2-15,50.0,50.0,"                 Mean  Count       STD
smell value                           
3.0          0.000482      2  0.000681","                 Mean  Count       STD
smell value                           
3.0          0.000482      2  0.000681",,
2019-7-2-16,2019-7-2-16,50.0,50.0,"                 Mean  Count       STD
smell value                           
4.0          0.000008      2  0.000012","                 Mean  Count       STD
smell value                           
4.0          0.000008      2  0.000012",,
2019-7-2-17,2019-7-2-17,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2019-7-2-18,2019-7-2-18,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN",,
2019-7-2-20,2019-7-2-20,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2019-7-2-21,2019-7-2-21,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.003074      1  NaN
5.0          0.002126      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.003074      1  NaN
5.0          0.002126      1  NaN",-0.9999999999999998,-0.9999999999999998
2019-7-2-22,2019-7-2-22,0.0,0.0,"             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN",,
2019-7-2-23,2019-7-2-23,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      2  0.0","             Mean  Count  STD
smell value                  
2.0           0.0      2  0.0",,
2019-7-3-2,2019-7-3-2,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.001296      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.001296      1  NaN",,
2019-7-3-3,2019-7-3-3,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.081056      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.081056      1  NaN",,
2019-7-3-10,2019-7-3-10,0.0,0.0,,,,
