,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2019-11-1-1,2019-11-1-1,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.000223      1  NaN
5.0          0.046672      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000223      1  NaN
5.0          0.046672      1  NaN",1.0,1.0
2019-11-1-5,2019-11-1-5,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2019-11-1-6,2019-11-1-6,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2019-11-1-9,2019-11-1-9,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN",,
2019-11-1-11,2019-11-1-11,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2019-11-1-12,2019-11-1-12,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2019-11-1-13,2019-11-1-13,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2019-11-1-15,2019-11-1-15,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2019-11-1-18,2019-11-1-18,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2019-11-1-19,2019-11-1-19,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2019-11-1-20,2019-11-1-20,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN",,
2019-11-1-21,2019-11-1-21,0.0,0.0,,,,
2019-11-2-2,2019-11-2-2,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      1  NaN
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      1  NaN
5.0           0.0      1  NaN",,
2019-11-2-4,2019-11-2-4,33.33333333333333,33.33333333333333,"                Mean  Count       STD
smell value                          
3.0          0.00019      3  0.000329","                Mean  Count       STD
smell value                          
3.0          0.00019      3  0.000329",,
2019-11-2-5,2019-11-2-5,100.0,100.0,"                 Mean  Count       STD
smell value                           
4.0          0.001177      3  0.001397
5.0          0.002322      3  0.002182","                 Mean  Count       STD
smell value                           
4.0          0.001177      3  0.001397
5.0          0.001262      2  0.001670
10.0         0.004441      1       NaN",0.35722497316137275,0.7397199590846235
2019-11-2-6,2019-11-2-6,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.020070      1  NaN
5.0          0.000456      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.020070      1  NaN
5.0          0.000456      1  NaN",-1.0,-1.0
2019-11-2-8,2019-11-2-8,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.006358      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.006358      1  NaN",,
2019-11-2-9,2019-11-2-9,66.66666666666666,66.66666666666666,"                 Mean  Count       STD
smell value                           
3.0          0.000000      1       NaN
5.0          0.016464      2  0.002114","                 Mean  Count       STD
smell value                           
3.0          0.000000      1       NaN
5.0          0.016464      2  0.002114",0.9878575625216013,0.9878575625216013
2019-11-2-10,2019-11-2-10,83.33333333333334,83.33333333333334,"                 Mean  Count       STD
smell value                           
4.0          0.000000      1       NaN
4.5          0.012173      1       NaN
5.0          0.011143      4  0.006449","                 Mean  Count       STD
smell value                           
4.0          0.000000      1       NaN
5.0          0.011143      4  0.006449
9.0          0.012173      1       NaN",0.5673166125380534,0.33817403524755535
2019-11-2-11,2019-11-2-11,90.0,90.0,"                 Mean  Count       STD
smell value                           
3.0          0.011498      4  0.009139
3.5          0.006480      1       NaN
4.0          0.024527      3  0.008638
5.0          0.011622      2  0.010980","                 Mean  Count       STD
smell value                           
3.0          0.011498      4  0.009139
4.0          0.025748      2  0.011844
5.0          0.011622      2  0.010980
7.0          0.006480      1       NaN
8.0          0.022085      1       NaN",0.15614025390798406,0.06354476949591507
2019-11-2-12,2019-11-2-12,81.81818181818183,81.81818181818183,"                 Mean  Count       STD
smell value                           
3.0          0.009523      3  0.014469
4.0          0.010052      4  0.008195
5.0          0.009595      4  0.013540","                 Mean  Count       STD
smell value                           
3.0          0.009523      3  0.014469
4.0          0.010052      4  0.008195
5.0          0.009595      4  0.013540",0.0007557656535804577,0.0007557656535804577
2019-11-2-13,2019-11-2-13,81.81818181818183,81.81818181818183,"                 Mean  Count       STD
smell value                           
2.0          0.000000      1       NaN
3.0          0.012600      2  0.008149
4.0          0.005595      4  0.006194
5.0          0.011689      4  0.013251","                 Mean  Count       STD
smell value                           
2.0          0.000000      1       NaN
3.0          0.012600      2  0.008149
4.0          0.005595      4  0.006194
5.0          0.011689      4  0.013251",0.22867649449686003,0.22867649449686003
2019-11-2-14,2019-11-2-14,80.0,80.0,"                 Mean  Count       STD
smell value                           
2.0          0.003095      1       NaN
3.0          0.007316      4  0.002573
4.0          0.003845      3  0.003331
5.0          0.004013      2  0.005676","                 Mean  Count       STD
smell value                           
2.0          0.003095      1       NaN
3.0          0.007316      4  0.002573
4.0          0.003845      3  0.003331
5.0          0.004013      2  0.005676",-0.22426573695231192,-0.22426573695231192
2019-11-2-17,2019-11-2-17,33.33333333333333,33.33333333333333,"                 Mean  Count      STD
smell value                          
1.0          0.000028      2  0.00004
3.0          0.000000      1      NaN","                 Mean  Count      STD
smell value                          
1.0          0.000028      2  0.00004
3.0          0.000000      1      NaN",-0.5,-0.5
2019-11-2-19,2019-11-2-19,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      2  0.0","             Mean  Count  STD
smell value                  
1.0           0.0      2  0.0",,
2019-11-2-20,2019-11-2-20,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2019-11-2-21,2019-11-2-21,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      2  0.0","             Mean  Count  STD
smell value                  
4.0           0.0      2  0.0",,
2019-11-2-22,2019-11-2-22,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2019-11-2-23,2019-11-2-23,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2019-11-3-0,2019-11-3-0,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2019-11-3-13,2019-11-3-13,0.0,0.0,,,,
2019-11-3-14,2019-11-3-14,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      2  0.0
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      2  0.0
5.0           0.0      1  NaN",,
2019-11-3-17,2019-11-3-17,0.0,0.0,"             Mean  Count  STD
smell value                  
3.5           0.0      1  NaN","             Mean  Count  STD
smell value                  
7.0           0.0      1  NaN",,
2019-11-3-18,2019-11-3-18,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2019-11-3-19,2019-11-3-19,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN
3.0           0.0      1  NaN",,
2019-11-3-22,2019-11-3-22,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      2  0.0
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
2.0           0.0      2  0.0
3.0           0.0      1  NaN",,
2019-11-4-2,2019-11-4-2,50.0,50.0,"                 Mean  Count       STD
smell value                           
3.0          0.000000      1       NaN
4.0          0.000085      3  0.000135","                 Mean  Count       STD
smell value                           
3.0          0.000000      1       NaN
4.0          0.000085      3  0.000135",0.36192228383225145,0.36192228383225145
2019-11-4-3,2019-11-4-3,44.44444444444444,44.44444444444444,"                 Mean  Count       STD
smell value                           
2.0          0.000000      1       NaN
3.0          0.000000      1       NaN
3.5          0.000000      1       NaN
4.0          0.006015      2  0.008506
4.5          0.000155      1       NaN
5.0          0.001071      3  0.001794","                 Mean  Count       STD
smell value                           
2.0          0.000000      1       NaN
3.0          0.000000      1       NaN
4.0          0.006015      2  0.008506
5.0          0.001071      3  0.001794
7.0          0.000000      1       NaN
9.0          0.000155      1       NaN",0.09960623129403245,-0.14498362461980702
