,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2018-9-1-0,2018-9-1-0,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2018-9-1-1,2018-9-1-1,33.33333333333333,33.33333333333333,"                Mean  Count       STD
smell value                          
1.0          0.00002      2  0.000028
5.0          0.00000      1       NaN","                Mean  Count       STD
smell value                          
1.0          0.00002      2  0.000028
5.0          0.00000      1       NaN",-0.5,-0.5
2018-9-1-2,2018-9-1-2,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000483      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000483      1  NaN",,
2018-9-1-6,2018-9-1-6,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.000963      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.000963      1  NaN",,
2018-9-1-10,2018-9-1-10,50.0,50.0,"                 Mean  Count      STD
smell value                          
3.0          0.005247      2  0.00742","                 Mean  Count      STD
smell value                          
3.0          0.005247      2  0.00742",,
2018-9-1-12,2018-9-1-12,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000879      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000879      1  NaN",,
2018-9-1-13,2018-9-1-13,100.0,100.0,"                 Mean  Count      STD
smell value                          
3.0          0.002377      3  0.00066
4.0          0.001512      1      NaN","                 Mean  Count      STD
smell value                          
3.0          0.002377      3  0.00066
4.0          0.001512      1      NaN",-0.6255833010921885,-0.6255833010921885
2018-9-1-14,2018-9-1-14,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.000627      1       NaN
3.0          0.000448      2  0.000158
4.0          0.000322      3  0.000195","                 Mean  Count       STD
smell value                           
1.0          0.000627      1       NaN
3.0          0.000448      2  0.000158
4.0          0.000322      3  0.000195",-0.6445579769506686,-0.6445579769506686
2018-9-1-15,2018-9-1-15,66.66666666666666,66.66666666666666,"                 Mean  Count       STD
smell value                           
4.0          0.000257      2  0.000364
5.0          0.000202      1       NaN","                 Mean  Count       STD
smell value                           
4.0          0.000257      2  0.000364
5.0          0.000202      1       NaN",-0.12229410545024129,-0.12229410545024129
2018-9-1-16,2018-9-1-16,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000224      1  NaN
5.0          0.000029      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000224      1  NaN
5.0          0.000029      1  NaN",-1.0,-1.0
