,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2022-1-1-0,2022-1-1-0,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.011806      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.011806      1  NaN",,
2022-1-1-1,2022-1-1-1,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.001122      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.001122      1  NaN",,
2022-1-1-3,2022-1-1-3,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.002062      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.002062      1  NaN",,
2022-1-1-4,2022-1-1-4,100.0,100.0,"                Mean  Count  STD
smell value                     
3.0          0.00012      1  NaN","                Mean  Count  STD
smell value                     
3.0          0.00012      1  NaN",,
2022-1-1-5,2022-1-1-5,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000006      1  NaN","                 Mean  Count  STD
smell value                      
8.0          0.000006      1  NaN",,
2022-1-1-13,2022-1-1-13,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2022-1-1-14,2022-1-1-14,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2022-1-1-15,2022-1-1-15,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.000372      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.000372      1  NaN",,
2022-1-1-16,2022-1-1-16,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.000045      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.000045      1  NaN",,
2022-1-1-17,2022-1-1-17,20.0,20.0,"                 Mean  Count       STD
smell value                           
3.0          0.001116      4  0.002231
4.5          0.000000      1       NaN","                 Mean  Count       STD
smell value                           
3.0          0.001116      4  0.002231
9.0          0.000000      1       NaN",-0.25000000000000006,-0.25000000000000006
2022-1-1-18,2022-1-1-18,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.001098      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.001098      1  NaN",,
2022-1-1-20,2022-1-1-20,0.0,0.0,"             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN",,
2022-1-1-22,2022-1-1-22,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2022-1-2-16,2022-1-2-16,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2022-1-2-19,2022-1-2-19,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2022-1-2-21,2022-1-2-21,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.006047      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.006047      1  NaN",,
2022-1-3-6,2022-1-3-6,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2022-1-3-16,2022-1-3-16,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2022-1-3-17,2022-1-3-17,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2022-1-3-18,2022-1-3-18,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2022-1-4-0,2022-1-4-0,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.001289      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.001289      1  NaN",,
2022-1-4-3,2022-1-4-3,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.012587      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.012587      1  NaN",,
2022-1-4-6,2022-1-4-6,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
