,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2018-8-1-1,2018-8-1-1,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN
4.0           0.0      4  0.0","             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN
4.0           0.0      3  0.0
8.0           0.0      1  NaN",,
2018-8-1-2,2018-8-1-2,33.33333333333333,33.33333333333333,"                 Mean  Count       STD
smell value                           
3.0          0.000172      3  0.000299","                 Mean  Count       STD
smell value                           
3.0          0.000172      3  0.000299",,
2018-8-1-3,2018-8-1-3,25.0,25.0,"                 Mean  Count      STD
smell value                          
2.0          0.000000      1      NaN
3.0          0.000010      4  0.00002
4.0          0.000000      2  0.00000
5.0          0.001742      1      NaN","                 Mean  Count      STD
smell value                          
2.0          0.000000      1      NaN
3.0          0.000010      4  0.00002
4.0          0.000000      2  0.00000
5.0          0.001742      1      NaN",0.7150447890399035,0.7150447890399035
2018-8-1-4,2018-8-1-4,33.33333333333333,33.33333333333333,"                 Mean  Count  STD
smell value                      
4.0          0.000000      2  0.0
5.0          0.000066      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000000      2  0.0
5.0          0.000066      1  NaN",1.0,1.0
2018-8-1-5,2018-8-1-5,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.003610      1  NaN
5.0          0.003876      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.003610      1  NaN
5.0          0.003876      1  NaN",0.9999999999999992,0.9999999999999992
2018-8-1-7,2018-8-1-7,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.001798      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.001798      1  NaN",,
2018-8-1-8,2018-8-1-8,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000178      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000178      1  NaN",,
2018-8-1-9,2018-8-1-9,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.003579      1  NaN
3.0          0.007808      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.003579      1  NaN
3.0          0.007808      1  NaN",1.0000000000000002,1.0000000000000002
2018-8-1-10,2018-8-1-10,100.0,100.0,"                 Mean  Count  STD
smell value                      
2.0          0.004138      1  NaN
5.0          0.002287      1  NaN","                 Mean  Count  STD
smell value                      
2.0          0.004138      1  NaN
5.0          0.002287      1  NaN",-1.0000000000000002,-1.0000000000000002
2018-8-1-11,2018-8-1-11,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          0.004571      2  0.000685
4.0          0.005298      4  0.002556
5.0          0.004174      2  0.001626","                 Mean  Count       STD
smell value                           
3.0          0.004086      1       NaN
4.0          0.005298      4  0.002556
5.0          0.004174      2  0.001626
6.0          0.005055      1       NaN",-0.08000729750532434,-0.011135721104727214
2018-8-1-12,2018-8-1-12,77.77777777777779,77.77777777777779,"                 Mean  Count       STD
smell value                           
3.0          0.000300      3  0.000393
3.5          0.000983      1       NaN
4.0          0.001708      4  0.002538
5.0          0.000861      1       NaN","                 Mean  Count       STD
smell value                           
3.0          0.000300      3  0.000393
4.0          0.001708      4  0.002538
5.0          0.000861      1       NaN
7.0          0.000983      1       NaN",0.23498233102639451,0.10693757143606093
2018-8-1-13,2018-8-1-13,100.0,100.0,"                Mean  Count  STD
smell value                     
3.0          0.00024      1  NaN
4.0          0.00083      1  NaN","                Mean  Count  STD
smell value                     
3.0          0.00024      1  NaN
4.0          0.00083      1  NaN",0.9999999999999998,0.9999999999999998
2018-8-1-14,2018-8-1-14,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.5          0.000044      1  NaN
4.0          0.001470      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.001470      1  NaN
7.0          0.000044      1  NaN",1.0,-0.9999999999999998
2018-8-1-15,2018-8-1-15,66.66666666666666,66.66666666666666,"                 Mean  Count  STD
smell value                      
2.0          0.000002      1  NaN
4.0          0.000000      1  NaN
5.0          0.000048      1  NaN","                 Mean  Count  STD
smell value                      
2.0          0.000002      1  NaN
4.0          0.000000      1  NaN
5.0          0.000048      1  NaN",0.7371330348645233,0.7371330348645233
