,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2019-3-1-0,2019-3-1-0,50.0,50.0,"                 Mean  Count  STD
smell value                      
1.0          0.000122      1  NaN
2.0          0.000000      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000122      1  NaN
4.0          0.000000      1  NaN",-1.0,-1.0
2019-3-1-2,2019-3-1-2,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.001859      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.001859      1  NaN",,
2019-3-1-3,2019-3-1-3,66.66666666666666,66.66666666666666,"                 Mean  Count  STD
smell value                      
1.0          0.000000      1  NaN
3.0          0.000563      1  NaN
4.0          0.000313      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000000      1  NaN
3.0          0.000563      1  NaN
4.0          0.000313      1  NaN",0.7029261710702323,0.7029261710702323
2019-3-1-4,2019-3-1-4,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.008615      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.008615      1  NaN",,
2019-3-1-8,2019-3-1-8,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.002218      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.002218      1  NaN",,
2019-3-1-12,2019-3-1-12,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.056757      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.056757      1  NaN",,
2019-3-1-13,2019-3-1-13,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000006      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000006      1  NaN",,
2019-3-1-14,2019-3-1-14,100.0,100.0,"                 Mean  Count  STD
smell value                      
2.0          0.000829      1  NaN
5.0          0.000066      1  NaN","                 Mean  Count  STD
smell value                      
2.0          0.000829      1  NaN
5.0          0.000066      1  NaN",-1.0,-1.0
2019-3-1-15,2019-3-1-15,100.0,100.0,"                 Mean  Count       STD
smell value                           
4.0          0.006872      2  0.008735","                 Mean  Count       STD
smell value                           
4.0          0.006872      2  0.008735",,
2019-3-1-16,2019-3-1-16,80.0,80.0,"                 Mean  Count  STD
smell value                      
1.0          0.000042      1  NaN
2.0          0.000000      1  NaN
3.0          0.000405      1  NaN
4.0          0.001967      1  NaN
5.0          0.001524      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000042      1  NaN
2.0          0.000000      1  NaN
3.0          0.000405      1  NaN
4.0          0.001967      1  NaN
5.0          0.001524      1  NaN",0.8641439864562398,0.8641439864562398
2019-3-1-17,2019-3-1-17,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          0.001101      2  0.001532","                 Mean  Count       STD
smell value                           
3.0          0.001101      2  0.001532",,
2019-3-1-19,2019-3-1-19,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.000654      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000654      1  NaN",,
2019-3-1-20,2019-3-1-20,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2019-3-1-22,2019-3-1-22,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000012      1  NaN
4.0          0.000045      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000012      1  NaN
4.0          0.000045      1  NaN",0.9999999999999998,0.9999999999999998
2019-3-1-23,2019-3-1-23,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.001266      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.001266      1  NaN",,
2019-3-2-0,2019-3-2-0,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN
5.0           0.0      1  NaN",,
2019-3-2-1,2019-3-2-1,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2019-3-2-3,2019-3-2-3,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.027243      2  0.007201","                 Mean  Count       STD
smell value                           
1.0          0.027243      2  0.007201",,
2019-3-2-5,2019-3-2-5,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.006745      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.006745      1  NaN",,
2019-3-2-6,2019-3-2-6,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.000014      1  NaN","                 Mean  Count  STD
smell value                      
15.0         0.000014      1  NaN",,
2019-3-2-10,2019-3-2-10,100.0,100.0,"                 Mean  Count       STD
smell value                           
4.0          0.001353      2  0.000515","                 Mean  Count       STD
smell value                           
4.0          0.001353      2  0.000515",,
