,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2022-7-1-3,2022-7-1-3,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.024954      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.024954      1  NaN",,
2022-7-1-4,2022-7-1-4,50.0,50.0,"                Mean  Count      STD
smell value                         
3.0          0.00017      2  0.00024","                Mean  Count      STD
smell value                         
3.0          0.00017      2  0.00024",,
2022-7-1-9,2022-7-1-9,75.0,75.0,"                 Mean  Count       STD
smell value                           
3.0          0.001328      2  0.001878
4.0          0.002951      2  0.003702","                 Mean  Count       STD
smell value                           
3.0          0.001328      2  0.001878
4.0          0.002951      2  0.003702",0.36404934347560003,0.36404934347560003
2022-7-1-10,2022-7-1-10,75.0,75.0,"                 Mean  Count      STD
smell value                          
4.0          0.009122      1      NaN
5.0          0.010849      3  0.01209","                 Mean  Count      STD
smell value                          
4.0          0.009122      1      NaN
5.0          0.010849      3  0.01209",0.08713759134668511,0.08713759134668511
2022-7-1-11,2022-7-1-11,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          0.003583      2  0.002927
4.0          0.005850      3  0.003360
5.0          0.171225      2  0.156368","                 Mean  Count       STD
smell value                           
3.0          0.003583      2  0.002927
4.0          0.005850      3  0.003360
5.0          0.171225      2  0.156368",0.6627272295073604,0.6627272295073604
2022-7-1-12,2022-7-1-12,100.0,100.0,"                 Mean  Count       STD
smell value                           
4.0          0.003082      2  0.004335","                 Mean  Count       STD
smell value                           
4.0          0.003082      2  0.004335",,
2022-7-1-13,2022-7-1-13,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2022-7-1-15,2022-7-1-15,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN",,
2022-7-1-16,2022-7-1-16,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      2  0.0
3.0           0.0      1  NaN
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
2.0           0.0      2  0.0
3.0           0.0      1  NaN
5.0           0.0      1  NaN",,
2022-7-1-18,2022-7-1-18,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      2  0.0","             Mean  Count  STD
smell value                  
2.0           0.0      2  0.0",,
2022-7-1-22,2022-7-1-22,0.0,0.0,"             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN",,
2022-7-2-6,2022-7-2-6,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2022-7-2-18,2022-7-2-18,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
