,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2019-12-1-1,2019-12-1-1,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      2  0.0","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      2  0.0",,
2019-12-1-3,2019-12-1-3,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2019-12-1-4,2019-12-1-4,0.0,0.0,"             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN",,
2019-12-1-14,2019-12-1-14,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.000606      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.000606      1  NaN",,
2019-12-1-15,2019-12-1-15,100.0,100.0,"                 Mean  Count       STD
smell value                           
4.0          0.002445      2  0.002986","                 Mean  Count       STD
smell value                           
4.0          0.002445      2  0.002986",,
2019-12-1-17,2019-12-1-17,50.0,50.0,"                 Mean  Count  STD
smell value                      
3.0          0.000000      1  NaN
4.0          0.000223      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000000      1  NaN
4.0          0.000223      1  NaN",1.0,1.0
2019-12-1-20,2019-12-1-20,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2019-12-1-22,2019-12-1-22,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2019-12-2-0,2019-12-2-0,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.002390      1  NaN
4.0          0.001015      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.002390      1  NaN
4.0          0.001015      1  NaN",-1.0,-1.0
2019-12-2-2,2019-12-2-2,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000058      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000058      1  NaN",,
2019-12-2-13,2019-12-2-13,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN",,
2019-12-2-14,2019-12-2-14,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2019-12-2-15,2019-12-2-15,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
