,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2019-10-1-0,2019-10-1-0,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      1  NaN",,
2019-10-1-1,2019-10-1-1,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2019-10-1-2,2019-10-1-2,50.0,50.0,"                 Mean  Count       STD
smell value                           
5.0          0.016281      2  0.023024","                 Mean  Count       STD
smell value                           
5.0          0.016281      2  0.023024",,
2019-10-1-3,2019-10-1-3,33.33333333333333,33.33333333333333,"                 Mean  Count  STD
smell value                      
4.0          0.000041      1  NaN
5.0          0.000000      2  0.0","                 Mean  Count  STD
smell value                      
4.0          0.000041      1  NaN
5.0          0.000000      2  0.0",-0.9999999999999999,-0.9999999999999999
2019-10-1-4,2019-10-1-4,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000124      1  NaN
5.0          0.002685      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000124      1  NaN
5.0          0.002685      1  NaN",1.0,1.0
2019-10-1-5,2019-10-1-5,66.66666666666666,66.66666666666666,"                 Mean  Count       STD
smell value                           
4.0          0.007442      1       NaN
5.0          0.004501      2  0.006366","                 Mean  Count       STD
smell value                           
4.0          0.007442      1       NaN
5.0          0.004501      2  0.006366",-0.35290318408889626,-0.35290318408889626
2019-10-1-6,2019-10-1-6,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.006054      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.006054      1  NaN",,
2019-10-1-7,2019-10-1-7,100.0,100.0,"                 Mean  Count       STD
smell value                           
5.0          0.011414      3  0.006197","                 Mean  Count       STD
smell value                           
5.0          0.011414      3  0.006197",,
2019-10-1-8,2019-10-1-8,66.66666666666666,66.66666666666666,"                 Mean  Count       STD
smell value                           
4.0          0.000000      1       NaN
5.0          0.018165      2  0.014413","                 Mean  Count       STD
smell value                           
4.0          0.000000      1       NaN
5.0          0.018165      2  0.014413",0.7171421772748767,0.7171421772748767
2019-10-1-9,2019-10-1-9,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000627      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000627      1  NaN",,
2019-10-1-10,2019-10-1-10,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          0.045646      1       NaN
4.0          0.024088      2  0.027089
5.0          0.010152      3  0.006485","                 Mean  Count       STD
smell value                           
3.0          0.045646      1       NaN
4.0          0.024088      2  0.027089
5.0          0.010152      3  0.006485",-0.731527556820904,-0.731527556820904
