,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2022-3-1-2,2022-3-1-2,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2022-3-1-4,2022-3-1-4,50.0,50.0,"                 Mean  Count  STD
smell value                      
4.0          0.000008      1  NaN
5.0          0.000000      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000008      1  NaN
5.0          0.000000      1  NaN",-1.0,-1.0
2022-3-1-5,2022-3-1-5,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2022-3-1-6,2022-3-1-6,100.0,100.0,"                 Mean  Count       STD
smell value                           
4.0          0.003252      2  0.000779","                 Mean  Count       STD
smell value                           
4.0          0.003252      2  0.000779",,
2022-3-1-7,2022-3-1-7,66.66666666666666,66.66666666666666,"                 Mean  Count       STD
smell value                           
5.0          0.000726      3  0.000863","                 Mean  Count       STD
smell value                           
5.0          0.000726      3  0.000863",,
2022-3-1-8,2022-3-1-8,33.33333333333333,33.33333333333333,"                Mean  Count  STD
smell value                     
4.0          0.00000      2  0.0
5.0          0.00018      1  NaN","                Mean  Count  STD
smell value                     
4.0          0.00000      2  0.0
5.0          0.00018      1  NaN",0.9999999999999998,0.9999999999999998
2022-3-1-10,2022-3-1-10,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.011058      1  NaN
4.0          0.000365      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.011058      1  NaN
4.0          0.000365      1  NaN",-0.9999999999999999,-0.9999999999999999
2022-3-1-12,2022-3-1-12,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000004      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000004      1  NaN",,
2022-3-1-13,2022-3-1-13,25.0,25.0,"                Mean  Count  STD
smell value                     
2.0          0.00000      1  NaN
3.0          0.00045      1  NaN
4.0          0.00000      1  NaN
5.0          0.00000      1  NaN","                Mean  Count  STD
smell value                     
2.0          0.00000      1  NaN
3.0          0.00045      1  NaN
4.0          0.00000      1  NaN
5.0          0.00000      1  NaN",-0.25819888974716104,-0.25819888974716104
2022-3-1-14,2022-3-1-14,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.000003      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.000003      1  NaN",,
2022-3-1-15,2022-3-1-15,50.0,50.0,"                 Mean  Count       STD
smell value                           
5.0          0.000027      2  0.000038","                 Mean  Count       STD
smell value                           
5.0          0.000027      2  0.000038",,
2022-3-1-16,2022-3-1-16,0.0,0.0,"             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN",,
2022-3-1-18,2022-3-1-18,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2022-3-1-19,2022-3-1-19,0.0,0.0,"             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN",,
2022-3-1-20,2022-3-1-20,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2022-3-1-21,2022-3-1-21,33.33333333333333,33.33333333333333,"                 Mean  Count  STD
smell value                      
3.0          0.000000      1  NaN
4.0          0.000173      1  NaN
5.0          0.000000      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000000      1  NaN
4.0          0.000173      1  NaN
5.0          0.000000      1  NaN",0.0,0.0
2022-3-1-22,2022-3-1-22,0.0,0.0,"             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN",,
2022-3-2-1,2022-3-2-1,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2022-3-2-7,2022-3-2-7,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.002274      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.002274      1  NaN",,
2022-3-2-10,2022-3-2-10,0.0,0.0,"             Mean  Count  STD
smell value                  
3.5           0.0      1  NaN","             Mean  Count  STD
smell value                  
7.0           0.0      1  NaN",,
2022-3-2-12,2022-3-2-12,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000385      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000385      1  NaN",,
2022-3-2-13,2022-3-2-13,50.0,50.0,"                 Mean  Count       STD
smell value                           
1.0          0.000000      1       NaN
4.0          0.000000      1       NaN
5.0          0.001646      2  0.002083","                 Mean  Count       STD
smell value                           
1.0          0.000000      1       NaN
4.0          0.000000      1       NaN
5.0          0.001646      2  0.002083",0.4727156957820316,0.4727156957820316
2022-3-2-14,2022-3-2-14,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.000387      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000387      1  NaN",,
2022-3-2-15,2022-3-2-15,66.66666666666666,66.66666666666666,"                 Mean  Count  STD
smell value                      
2.0          0.000622      1  NaN
3.0          0.000096      1  NaN
5.0          0.000000      1  NaN","                 Mean  Count  STD
smell value                      
2.0          0.000622      1  NaN
3.0          0.000096      1  NaN
5.0          0.000000      1  NaN",-0.8416392176072106,-0.8416392176072106
2022-3-2-20,2022-3-2-20,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000008      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000008      1  NaN",,
2022-3-3-0,2022-3-3-0,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN
4.0           0.0      1  NaN",,
2022-3-3-2,2022-3-3-2,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000246      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000246      1  NaN",,
2022-3-3-11,2022-3-3-11,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.002821      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.002821      1  NaN",,
2022-3-3-19,2022-3-3-19,50.0,50.0,"                 Mean  Count       STD
smell value                           
4.0          0.000008      2  0.000011","                 Mean  Count       STD
smell value                           
4.0          0.000008      2  0.000011",,
2022-3-3-21,2022-3-3-21,100.0,100.0,"                 Mean  Count  STD
smell value                      
2.0          0.002861      1  NaN
3.0          0.000005      1  NaN","                 Mean  Count  STD
smell value                      
2.0          0.002861      1  NaN
3.0          0.000005      1  NaN",-1.0,-1.0
2022-3-3-22,2022-3-3-22,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN
5.0           0.0      1  NaN",,
2022-3-4-5,2022-3-4-5,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.000192      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.000192      1  NaN",,
2022-3-4-8,2022-3-4-8,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000229      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000229      1  NaN",,
2022-3-4-11,2022-3-4-11,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2022-3-4-14,2022-3-4-14,100.0,100.0,"                 Mean  Count  STD
smell value                      
2.0          0.000959      1  NaN","                 Mean  Count  STD
smell value                      
2.0          0.000959      1  NaN",,
2022-3-4-16,2022-3-4-16,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.000328      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.000328      1  NaN",,
2022-3-4-17,2022-3-4-17,100.0,100.0,"               Mean  Count  STD
smell value                    
3.0          0.0005      1  NaN","               Mean  Count  STD
smell value                    
3.0          0.0005      1  NaN",,
2022-3-5-0,2022-3-5-0,100.0,100.0,"                 Mean  Count       STD
smell value                           
4.0          0.005769      2  0.006365","                 Mean  Count       STD
smell value                           
4.0          0.005769      2  0.006365",,
2022-3-5-1,2022-3-5-1,0.0,0.0,"             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
10.0          0.0      1  NaN",,
2022-3-5-2,2022-3-5-2,0.0,0.0,"             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN",,
2022-3-5-3,2022-3-5-3,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2022-3-5-4,2022-3-5-4,0.0,0.0,,,,
2022-3-5-12,2022-3-5-12,50.0,50.0,"                 Mean  Count  STD
smell value                      
3.0          0.000067      1  NaN
5.0          0.000000      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000067      1  NaN
5.0          0.000000      1  NaN",-1.0,-1.0
