,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2019-5-1-1,2019-5-1-1,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2019-5-1-3,2019-5-1-3,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000553      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000553      1  NaN",,
2019-5-1-9,2019-5-1-9,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.004910      1  NaN
5.0          0.006417      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.004910      1  NaN
5.0          0.006417      1  NaN",0.9999999999999997,0.9999999999999997
2019-5-1-10,2019-5-1-10,100.0,100.0,"                 Mean  Count       STD
smell value                           
2.0          0.005943      1       NaN
3.0          0.002047      2  0.000546
4.0          0.003423      1       NaN
5.0          0.003557      1       NaN","                 Mean  Count       STD
smell value                           
2.0          0.005943      1       NaN
3.0          0.002047      2  0.000546
4.0          0.003423      1       NaN
5.0          0.003557      1       NaN",-0.30014457879785233,-0.30014457879785233
2019-5-1-11,2019-5-1-11,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.006200      2  0.008636
3.0          0.010619      4  0.007776
4.0          0.019514      5  0.022140
4.5          0.018297      1       NaN
5.0          0.013572      1       NaN","                 Mean  Count       STD
smell value                           
1.0          0.012307      1       NaN
2.0          0.000093      1       NaN
3.0          0.010619      4  0.007776
4.0          0.019231      4  0.025554
8.0          0.020649      1       NaN
9.0          0.018297      1       NaN
10.0         0.013572      1       NaN",0.298987982465533,0.18823189902766052
2019-5-1-12,2019-5-1-12,90.9090909090909,90.9090909090909,"                 Mean  Count       STD
smell value                           
1.0          0.000246      2  0.000347
2.0          0.021826      1       NaN
3.0          0.009522      4  0.006255
4.0          0.003365      4  0.002409","                 Mean  Count       STD
smell value                           
1.0          0.000246      2  0.000347
2.0          0.021826      1       NaN
3.0          0.009522      4  0.006255
4.0          0.003365      4  0.002409",-0.03201059617308426,-0.03201059617308426
2019-5-1-13,2019-5-1-13,81.25,81.25,"                 Mean  Count       STD
smell value                           
2.0          0.001450      1       NaN
3.0          0.000710      4  0.000917
3.5          0.000793      2  0.000692
4.0          0.000392      8  0.000410
5.0          0.000461      1       NaN","                 Mean  Count       STD
smell value                           
2.0          0.001450      1       NaN
3.0          0.000685      3  0.001121
4.0          0.000392      8  0.000410
5.0          0.000461      1       NaN
6.0          0.000783      1       NaN
7.0          0.000793      2  0.000692",-0.40330109767334116,-0.04301242650342761
2019-5-1-14,2019-5-1-14,100.0,100.0,"                 Mean  Count      STD
smell value                          
3.0          0.000274      1      NaN
3.5          0.000041      1      NaN
4.0          0.000075      1      NaN
5.0          0.000093      2  0.00013","                 Mean  Count      STD
smell value                          
3.0          0.000274      1      NaN
4.0          0.000075      1      NaN
5.0          0.000093      2  0.00013
7.0          0.000041      1      NaN",-0.41233299200268975,-0.641649511759707
2019-5-1-15,2019-5-1-15,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000033      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000033      1  NaN",,
2019-5-1-16,2019-5-1-16,50.0,50.0,"                     Mean  Count           STD
smell value                                   
1.0          2.647000e-06      1           NaN
2.0          0.000000e+00      2  0.000000e+00
3.0          6.530333e-07      3  6.389960e-07
4.0          1.297695e-05      2  1.158870e-05
5.0          0.000000e+00      2  0.000000e+00","                     Mean  Count           STD
smell value                                   
1.0          2.647000e-06      1           NaN
2.0          0.000000e+00      2  0.000000e+00
3.0          6.530333e-07      3  6.389960e-07
4.0          1.297695e-05      2  1.158870e-05
5.0          0.000000e+00      2  0.000000e+00",0.18727861733198903,0.18727861733198903
2019-5-1-17,2019-5-1-17,0.0,0.0,"             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
2.0           0.0      1  NaN
4.0           0.0      1  NaN",,
2019-5-1-18,2019-5-1-18,33.33333333333333,33.33333333333333,"                     Mean  Count  STD
smell value                          
1.0          9.008000e-07      1  NaN
3.0          0.000000e+00      1  NaN
4.0          0.000000e+00      1  NaN","                     Mean  Count  STD
smell value                          
1.0          9.008000e-07      1  NaN
3.0          0.000000e+00      1  NaN
4.0          0.000000e+00      1  NaN",-0.944911182523068,-0.944911182523068
2019-5-1-19,2019-5-1-19,0.0,0.0,"             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN",,
2019-5-1-20,2019-5-1-20,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN
4.0           0.0      1  NaN",,
2019-5-1-21,2019-5-1-21,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN
3.0           0.0      1  NaN",,
2019-5-1-22,2019-5-1-22,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2019-5-1-23,2019-5-1-23,33.33333333333333,33.33333333333333,"                Mean  Count  STD
smell value                     
1.0          0.00000      1  NaN
2.0          0.00229      1  NaN
4.0          0.00000      1  NaN","                Mean  Count  STD
smell value                     
1.0          0.00000      1  NaN
2.0          0.00229      1  NaN
4.0          0.00000      1  NaN",-0.1889822365046136,-0.1889822365046136
