,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2019-1-1-0,2019-1-1-0,71.42857142857143,71.42857142857143,"                 Mean  Count       STD
smell value                           
3.0          0.000819      2  0.001134
4.0          0.000062      2  0.000087
5.0          0.000773      3  0.001304","                 Mean  Count       STD
smell value                           
3.0          0.000819      2  0.001134
4.0          0.000062      2  0.000087
5.0          0.000773      3  0.001304",0.018742776848386395,0.018742776848386395
2019-1-1-1,2019-1-1-1,66.66666666666666,66.66666666666666,"                 Mean  Count      STD
smell value                          
4.0          0.000016      2  0.00002
5.0          0.000000      1      NaN","                 Mean  Count  STD
smell value                      
4.0          0.000002      1  NaN
5.0          0.000000      1  NaN
8.0          0.000030      1  NaN",-0.5512068677972133,0.9545127161812299
2019-1-1-2,2019-1-1-2,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.000023      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.000023      1  NaN",,
2019-1-1-3,2019-1-1-3,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000005      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000005      1  NaN",,
2019-1-1-4,2019-1-1-4,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.001688      1  NaN
5.0          0.000136      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.001688      1  NaN
5.0          0.000136      1  NaN",-1.0,-1.0
2019-1-1-6,2019-1-1-6,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2019-1-1-22,2019-1-1-22,50.0,50.0,"                 Mean  Count       STD
smell value                           
4.0          0.000039      2  0.000055","                 Mean  Count  STD
smell value                      
4.0          0.000000      1  NaN
8.0          0.000077      1  NaN",,1.0
2019-1-2-10,2019-1-2-10,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2019-1-2-11,2019-1-2-11,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2019-1-2-12,2019-1-2-12,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.000486      1  NaN
4.0          0.004858      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000486      1  NaN
4.0          0.004858      1  NaN",1.0,1.0
2019-1-2-15,2019-1-2-15,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000687      1  NaN
4.0          0.000190      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000687      1  NaN
4.0          0.000190      1  NaN",-1.0,-1.0
2019-1-2-19,2019-1-2-19,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.000428      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000428      1  NaN",,
2019-1-2-20,2019-1-2-20,100.0,100.0,"                 Mean  Count  STD
smell value                      
2.0          0.000241      1  NaN
3.0          0.002080      1  NaN","                 Mean  Count  STD
smell value                      
2.0          0.000241      1  NaN
3.0          0.002080      1  NaN",1.0,1.0
2019-1-2-21,2019-1-2-21,0.0,0.0,"             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
4.0           0.0      1  NaN",,
2019-1-2-22,2019-1-2-22,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.026818      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.026818      1  NaN",,
