,date,percentage_agreement_avg,percentage_agreement_sum,impact_stats_avg,impact_stats_sum,corr_avg,corr_sum
2019-9-1-0,2019-9-1-0,50.0,50.0,"                 Mean  Count  STD
smell value                      
1.0          0.000000      1  NaN
5.0          0.002217      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000000      1  NaN
5.0          0.002217      1  NaN",1.0,1.0
2019-9-1-2,2019-9-1-2,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000087      1  NaN
4.0          0.022273      1  NaN
5.0          0.000036      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000087      1  NaN
4.0          0.022273      1  NaN
5.0          0.000036      1  NaN",-0.002010702688056479,-0.002010702688056479
2019-9-1-3,2019-9-1-3,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.002214      1  NaN
5.0          0.002337      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.002214      1  NaN
5.0          0.002337      1  NaN",1.0,1.0
2019-9-1-4,2019-9-1-4,0.0,0.0,"             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN",,
2019-9-1-5,2019-9-1-5,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          0.037037      1  NaN","                 Mean  Count  STD
smell value                      
5.0          0.037037      1  NaN",,
2019-9-1-6,2019-9-1-6,100.0,100.0,"                Mean  Count  STD
smell value                     
5.0          0.00024      1  NaN","                Mean  Count  STD
smell value                     
5.0          0.00024      1  NaN",,
2019-9-1-13,2019-9-1-13,100.0,100.0,"                 Mean  Count       STD
smell value                           
2.5          0.001630      1       NaN
3.0          0.005521      2  0.003576
4.0          0.004508      2  0.002452
5.0          0.003410      1       NaN","                 Mean  Count       STD
smell value                           
3.0          0.005521      2  0.003576
4.0          0.004508      2  0.002452
5.0          0.002520      2  0.001259",0.033979664891894336,-0.5506256456624128
2019-9-1-14,2019-9-1-14,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2019-9-1-15,2019-9-1-15,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          0.000459      1       NaN
5.0          0.000437      2  0.000419","                 Mean  Count       STD
smell value                           
3.0          0.000459      1       NaN
5.0          0.000437      2  0.000419",-0.04221777023766388,-0.04221777023766388
2019-9-1-16,2019-9-1-16,50.0,50.0,"                Mean  Count  STD
smell value                     
3.0          0.00000      1  NaN
4.0          0.00474      1  NaN","                Mean  Count  STD
smell value                     
3.0          0.00000      1  NaN
4.0          0.00474      1  NaN",1.0,1.0
2019-9-1-17,2019-9-1-17,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000313      1  NaN
5.0          0.000695      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000313      1  NaN
5.0          0.000695      1  NaN",1.0000000000000002,1.0000000000000002
2019-9-1-18,2019-9-1-18,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000136      1  NaN
4.0          0.000256      1  NaN
5.0          0.002925      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000136      1  NaN
4.0          0.000256      1  NaN
5.0          0.002925      1  NaN",0.8843482783110537,0.8843482783110537
2019-9-1-19,2019-9-1-19,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000435      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000435      1  NaN",,
