,date,percentage agreement average,percentage agreement sum,impact stats average,impact stats sum,correlation average,correlation sum
2018-08-24-13,2018-08-24 13:00:00,80.0,80.0,"                     Mean  Count       STD
smell value                               
3.0          1.116183e-04      6  0.000131
3.5          4.913045e-05      2  0.000069
4.0          2.635843e-01      6  0.630992
4.5          1.036906e-07      1       NaN
5.0          5.367127e-02     10  0.157162","                     Mean  Count       STD
smell value                               
3.0          1.116183e-04      6  0.000131
4.0          2.635843e-01      6  0.630992
5.0          5.963475e-02      9  0.165491
7.0          4.913045e-05      2  0.000069
9.0          1.036906e-07      1       NaN
15.0         0.000000e+00      1       NaN",0.037696335890286564,-0.08099828391170329
2018-08-24-14,2018-08-24 14:00:00,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.000000     0.005218      2  0.004973
3.500000     0.052017      1       NaN
4.000000     0.165888      3  0.284443
4.333333     0.003880      1       NaN
5.000000     0.176813      4  0.203874","                 Mean  Count       STD
smell value                           
3.0          0.005218      2  0.004973
4.0          0.165888      3  0.284443
5.0          0.176813      4  0.203874
7.0          0.052017      1       NaN
13.0         0.003880      1       NaN",0.31612572150833157,-0.139584424028412
2018-08-24-15,2018-08-24 15:00:00,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.214248      1       NaN
3.0          0.244182      1       NaN
4.0          7.789688      2  5.492971
5.0          3.977463      4  4.876300","                     Mean  Count       STD
smell value                               
1.0          2.142475e-01      1       NaN
3.0          2.441820e-01      1       NaN
4.0          7.789688e+00      2  5.492971
5.0          5.303284e+00      3  5.012050
10.0         1.958061e-07      1       NaN",0.31874396035445396,-0.0579526308110731
2018-08-24-16,2018-08-24 16:00:00,100.0,100.0,"                  Mean  Count  STD
smell value                       
1.0          10.528043      1  NaN","                  Mean  Count  STD
smell value                       
1.0          10.528043      1  NaN",,
2018-08-24-17,2018-08-24 17:00:00,50.0,50.0,"                 Mean  Count  STD
smell value                      
1.0          0.000000      1  NaN
4.0          0.024277      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000000      1  NaN
4.0          0.024277      1  NaN",1.0,1.0
2018-08-24-20,2018-08-24 20:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          4.653739      1  NaN","                 Mean  Count  STD
smell value                      
1.0          4.653739      1  NaN",,
2018-08-24-21,2018-08-24 21:00:00,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          6.250545      1       NaN
4.0          2.819938      3  1.296332
5.0          0.624038      1       NaN","                 Mean  Count       STD
smell value                           
3.0          6.250545      1       NaN
4.0          2.819938      3  1.296332
5.0          0.624038      1       NaN",-0.8975832199313512,-0.8975832199313512
2018-08-24-22,2018-08-24 22:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
2.0          0.897091      1  NaN","                 Mean  Count  STD
smell value                      
2.0          0.897091      1  NaN",,
2018-08-25-01,2018-08-25 01:00:00,100.0,100.0,"                     Mean  Count  STD
smell value                          
2.0          6.712106e-05      1  NaN
3.0          1.457168e-13      1  NaN","                     Mean  Count  STD
smell value                          
2.0          6.712106e-05      1  NaN
3.0          1.457168e-13      1  NaN",-1.0,-1.0
2018-08-25-02,2018-08-25 02:00:00,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          3.604984      1       NaN
4.0          2.689000      2  2.852298
5.0          7.567157      1       NaN","                 Mean  Count       STD
smell value                           
3.0          3.604984      1       NaN
4.0          2.689000      2  2.852298
5.0          7.567157      1       NaN",0.5674389557439037,0.5674389557439037
2018-08-25-03,2018-08-25 03:00:00,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          4.300850      1       NaN
4.0          4.111205      2  2.162005
5.0          4.151061      2  0.002931","                 Mean  Count       STD
smell value                           
3.0          4.300850      1       NaN
4.0          4.111205      2  2.162005
5.0          4.151061      2  0.002931",-0.045159380400734195,-0.045159380400734195
2018-08-25-05,2018-08-25 05:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.344017      1  NaN
5.0          0.253804      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.344017      1  NaN
5.0          0.253804      1  NaN",-1.0,-1.0
2018-08-25-06,2018-08-25 06:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000002      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000002      1  NaN",,
2018-08-25-07,2018-08-25 07:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          7.072236      1  NaN","                 Mean  Count  STD
smell value                      
3.0          7.072236      1  NaN",,
2018-08-25-10,2018-08-25 10:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.161351      1  NaN
5.0          4.789274      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.161351      1  NaN
5.0          4.789274      1  NaN",1.0,1.0
2018-08-25-11,2018-08-25 11:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          5.431835      1  NaN","                 Mean  Count  STD
smell value                      
5.0          5.431835      1  NaN",,
2018-08-25-12,2018-08-25 12:00:00,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          1.933418      4  1.575876
4.0          3.495968      1       NaN
4.5          0.113418      1       NaN
5.0          5.112453      1       NaN","                 Mean  Count       STD
smell value                           
3.0          1.933418      4  1.575876
4.0          3.495968      1       NaN
5.0          5.112453      1       NaN
9.0          0.113418      1       NaN",0.33763070988275196,-0.26495870304532976
2018-08-25-13,2018-08-25 13:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          1.676969      1  NaN","                 Mean  Count  STD
smell value                      
4.0          1.676969      1  NaN",,
2018-08-25-14,2018-08-25 14:00:00,100.0,100.0,"                Mean  Count  STD
smell value                     
3.0          0.41793      1  NaN","                Mean  Count  STD
smell value                     
3.0          0.41793      1  NaN",,
2018-08-25-15,2018-08-25 15:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.001305      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.001305      1  NaN",,
2018-08-25-16,2018-08-25 16:00:00,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          0.569003      3  0.821695
3.0          0.002211      1       NaN","                 Mean  Count       STD
smell value                           
1.0          0.569003      3  0.821695
3.0          0.002211      1       NaN",-0.3891151077680534,-0.3891151077680534
2018-08-25-17,2018-08-25 17:00:00,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          3.195916      2  1.400628","                 Mean  Count       STD
smell value                           
1.0          3.195916      2  1.400628",,
2018-08-25-18,2018-08-25 18:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          1.492572      1  NaN","                 Mean  Count  STD
smell value                      
4.0          1.492572      1  NaN",,
2018-08-25-20,2018-08-25 20:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.107914      1  NaN
5.0          0.000943      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.107914      1  NaN
5.0          0.000943      1  NaN",-1.0,-1.0
2018-08-25-21,2018-08-25 21:00:00,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          0.004331      1       NaN
4.0          0.001274      2  0.001142","                 Mean  Count       STD
smell value                           
3.0          0.004331      1       NaN
4.0          0.001274      2  0.001142",-0.909300679442447,-0.909300679442447
2018-08-25-22,2018-08-25 22:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000759      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000759      1  NaN",,
2018-08-25-23,2018-08-25 23:00:00,33.33333333333333,33.33333333333333,"                 Mean  Count       STD
smell value                           
1.0          0.000000      1       NaN
3.0          0.277105      2  0.391886","                 Mean  Count       STD
smell value                           
1.0          0.000000      1       NaN
3.0          0.277105      2  0.391886",0.5000000000000001,0.5000000000000001
2018-08-26-01,2018-08-26 01:00:00,100.0,100.0,"                     Mean  Count       STD
smell value                               
4.0          3.453475e+00      2  1.092654
5.0          8.160139e-14      1       NaN","                     Mean  Count       STD
smell value                               
4.0          3.453475e+00      2  1.092654
5.0          8.160139e-14      1       NaN",-0.9324413736895133,-0.9324413736895133
2018-08-26-02,2018-08-26 02:00:00,100.0,100.0,"                Mean  Count  STD
smell value                     
3.5          1.75519      1  NaN","                Mean  Count  STD
smell value                     
7.0          1.75519      1  NaN",,
2018-08-26-06,2018-08-26 06:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000086      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000086      1  NaN",,
2018-08-26-11,2018-08-26 11:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.019823      1  NaN
3.0          0.584380      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.019823      1  NaN
3.0          0.584380      1  NaN",1.0,1.0
2018-08-26-12,2018-08-26 12:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          2.310521      1  NaN","                 Mean  Count  STD
smell value                      
3.0          2.310521      1  NaN",,
2018-08-26-13,2018-08-26 13:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          5.132126      1  NaN","                 Mean  Count  STD
smell value                      
3.0          5.132126      1  NaN",,
2018-08-26-18,2018-08-26 18:00:00,100.0,100.0,"                     Mean  Count  STD
smell value                          
4.0          8.743006e-13      1  NaN","                     Mean  Count  STD
smell value                          
4.0          8.743006e-13      1  NaN",,
2018-08-26-20,2018-08-26 20:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000183      1  NaN
4.0          0.001427      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000183      1  NaN
4.0          0.001427      1  NaN",1.0,1.0
2018-08-26-22,2018-08-26 22:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.001871      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.001871      1  NaN",,
2018-08-27-01,2018-08-27 01:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.000124      1  NaN
3.0          0.113737      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000124      1  NaN
3.0          0.113737      1  NaN",1.0,1.0
2018-08-27-04,2018-08-27 04:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          2.881328      1  NaN","                 Mean  Count  STD
smell value                      
3.0          2.881328      1  NaN",,
2018-08-27-05,2018-08-27 05:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000155      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000155      1  NaN",,
2018-08-27-10,2018-08-27 10:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000111      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000111      1  NaN",,
2018-08-27-11,2018-08-27 11:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.000055      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000055      1  NaN",,
2018-08-27-12,2018-08-27 12:00:00,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          3.041872      1       NaN
3.0          1.145102      2  1.618495
4.0          3.019088      2  4.267098","                 Mean  Count       STD
smell value                           
1.0          3.041872      1       NaN
3.0          1.145102      2  1.618495
4.0          3.019088      2  4.267098",-0.003715046313216476,-0.003715046313216476
2018-08-27-13,2018-08-27 13:00:00,100.0,100.0,"                     Mean  Count  STD
smell value                          
3.0          9.256237e-07      1  NaN","                     Mean  Count  STD
smell value                          
3.0          9.256237e-07      1  NaN",,
2018-08-27-15,2018-08-27 15:00:00,100.0,100.0,"                Mean  Count  STD
smell value                     
2.0          1.70004      1  NaN","                Mean  Count  STD
smell value                     
2.0          1.70004      1  NaN",,
2018-08-27-16,2018-08-27 16:00:00,0.0,0.0,,,,
2018-08-27-17,2018-08-27 17:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000028      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000028      1  NaN",,
2018-08-27-19,2018-08-27 19:00:00,0.0,0.0,,,,
2018-08-27-20,2018-08-27 20:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          5.668594      1  NaN","                 Mean  Count  STD
smell value                      
1.0          5.668594      1  NaN",,
2018-08-27-21,2018-08-27 21:00:00,0.0,0.0,"             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
3.0           0.0      1  NaN",,
2018-08-27-22,2018-08-27 22:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000003      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000003      1  NaN",,
2018-08-27-23,2018-08-27 23:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.313785      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.313785      1  NaN",,
2018-08-28-00,2018-08-28 00:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
2.0          1.360121      1  NaN
4.0          0.114662      1  NaN
5.0          0.002607      1  NaN","                 Mean  Count  STD
smell value                      
2.0          1.360121      1  NaN
4.0          0.114662      1  NaN
5.0          0.002607      1  NaN",-0.966634332384862,-0.966634332384862
2018-08-28-02,2018-08-28 02:00:00,75.0,75.0,"                 Mean  Count       STD
smell value                           
3.0          2.681957      2  3.792859
4.0          2.356740      2  0.166690","                 Mean  Count       STD
smell value                           
3.0          2.681957      2  3.792859
4.0          2.356740      2  0.166690",-0.0853492621605949,-0.0853492621605949
2018-08-28-10,2018-08-28 10:00:00,100.0,100.0,"                 Mean  Count       STD
smell value                           
1.0          1.758382      1       NaN
3.0          4.991019      3  0.500159
4.0          1.944930      1       NaN","                 Mean  Count       STD
smell value                           
1.0          1.758382      1       NaN
3.0          4.991019      3  0.500159
4.0          1.944930      1       NaN",0.28105314850523333,0.28105314850523333
2018-08-28-11,2018-08-28 11:00:00,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          1.102894      1       NaN
4.0          0.890208      2  0.174142","                 Mean  Count       STD
smell value                           
3.0          1.102894      1       NaN
4.0          0.890208      2  0.174142",-0.7061207309632473,-0.7061207309632473
2018-08-28-12,2018-08-28 12:00:00,50.0,50.0,"                 Mean  Count  STD
smell value                      
3.0          0.000992      1  NaN
4.0          0.000000      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000992      1  NaN
4.0          0.000000      1  NaN",-1.0,-1.0
2018-08-28-13,2018-08-28 13:00:00,0.0,0.0,"             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
5.0           0.0      1  NaN",,
2018-08-28-18,2018-08-28 18:00:00,50.0,50.0,"                 Mean  Count      STD
smell value                          
3.0          0.000007      2  0.00001","                 Mean  Count      STD
smell value                          
3.0          0.000007      2  0.00001",,
2018-08-28-19,2018-08-28 19:00:00,50.0,50.0,"                     Mean  Count  STD
smell value                          
2.0          0.000000e+00      1  NaN
5.0          5.828671e-15      1  NaN","                     Mean  Count  STD
smell value                          
2.0          0.000000e+00      1  NaN
5.0          5.828671e-15      1  NaN",1.0,1.0
2018-08-28-21,2018-08-28 21:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000331      1  NaN
4.0          0.000011      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000331      1  NaN
4.0          0.000011      1  NaN",-1.0,-1.0
2018-08-28-23,2018-08-28 23:00:00,0.0,0.0,"             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN","             Mean  Count  STD
smell value                  
1.0           0.0      1  NaN",,
2018-08-29-00,2018-08-29 00:00:00,100.0,100.0,"                     Mean  Count  STD
smell value                          
5.0          2.113474e-07      1  NaN","                     Mean  Count  STD
smell value                          
5.0          2.113474e-07      1  NaN",,
2018-08-29-02,2018-08-29 02:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          4.285199      1  NaN","                 Mean  Count  STD
smell value                      
3.0          4.285199      1  NaN",,
2018-08-29-05,2018-08-29 05:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
5.0          1.955885      1  NaN","                 Mean  Count  STD
smell value                      
5.0          1.955885      1  NaN",,
2018-08-29-06,2018-08-29 06:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          1.818628      1  NaN","                 Mean  Count  STD
smell value                      
4.0          1.818628      1  NaN",,
2018-08-29-10,2018-08-29 10:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000037      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000037      1  NaN",,
2018-08-29-12,2018-08-29 12:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          5.869356      1  NaN","                 Mean  Count  STD
smell value                      
4.0          5.869356      1  NaN",,
2018-08-29-13,2018-08-29 13:00:00,50.0,50.0,"                 Mean  Count       STD
smell value                           
2.0          0.580553      1       NaN
4.0          0.378214      2  0.534875
5.0          0.000000      1       NaN","                 Mean  Count       STD
smell value                           
2.0          0.580553      1       NaN
4.0          0.378214      2  0.534875
5.0          0.000000      1       NaN",-0.5579587054866225,-0.5579587054866225
2018-08-29-14,2018-08-29 14:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.000454      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.000454      1  NaN",,
2018-08-29-15,2018-08-29 15:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.296685      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.296685      1  NaN",,
2018-08-29-16,2018-08-29 16:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
2.0          0.058843      1  NaN","                 Mean  Count  STD
smell value                      
2.0          0.058843      1  NaN",,
2018-08-29-17,2018-08-29 17:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          4.064679      1  NaN","                 Mean  Count  STD
smell value                      
3.0          4.064679      1  NaN",,
2018-08-29-23,2018-08-29 23:00:00,75.0,75.0,"                     Mean  Count       STD
smell value                               
1.0          9.228782e-07      1       NaN
3.0          3.680005e-03      3  0.006374","                     Mean  Count       STD
smell value                               
1.0          9.228782e-07      1       NaN
3.0          3.680005e-03      3  0.006374",0.3332590245089294,0.3332590245089294
2018-08-30-00,2018-08-30 00:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
3.0          0.685749      1  NaN","                 Mean  Count  STD
smell value                      
3.0          0.685749      1  NaN",,
2018-08-30-01,2018-08-30 01:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.072522      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.072522      1  NaN",,
2018-08-30-03,2018-08-30 03:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
2.0          0.220567      1  NaN","                 Mean  Count  STD
smell value                      
2.0          0.220567      1  NaN",,
2018-08-30-10,2018-08-30 10:00:00,100.0,100.0,"                Mean  Count  STD
smell value                     
1.0          1.83642      1  NaN
4.0          0.03568      1  NaN","                Mean  Count  STD
smell value                     
1.0          1.83642      1  NaN
4.0          0.03568      1  NaN",-0.9999999999999999,-0.9999999999999999
2018-08-30-11,2018-08-30 11:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          0.000001      1  NaN","                 Mean  Count  STD
smell value                      
1.0          0.000001      1  NaN",,
2018-08-30-12,2018-08-30 12:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          1.485623      1  NaN","                 Mean  Count  STD
smell value                      
1.0          1.485623      1  NaN",,
2018-08-30-14,2018-08-30 14:00:00,100.0,100.0,"                     Mean  Count  STD
smell value                          
1.0          3.314182e-11      1  NaN","                     Mean  Count  STD
smell value                          
1.0          3.314182e-11      1  NaN",,
2018-08-30-15,2018-08-30 15:00:00,100.0,100.0,"                 Mean  Count       STD
smell value                           
3.0          0.000349      2  0.000231
4.0          5.796105      2  1.055275","                 Mean  Count       STD
smell value                           
3.0          0.000349      2  0.000231
4.0          5.796105      2  1.055275",0.9838250264494359,0.9838250264494359
2018-08-30-16,2018-08-30 16:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          4.974954      1  NaN
2.0          2.170360      1  NaN
3.0          6.952711      1  NaN","                 Mean  Count  STD
smell value                      
1.0          4.974954      1  NaN
2.0          2.170360      1  NaN
3.0          6.952711      1  NaN",0.4115083374960057,0.4115083374960057
2018-08-30-18,2018-08-30 18:00:00,100.0,100.0,"                     Mean  Count  STD
smell value                          
1.0          2.301742e-11      1  NaN","                     Mean  Count  STD
smell value                          
1.0          2.301742e-11      1  NaN",,
2018-08-30-19,2018-08-30 19:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          5.614381      1  NaN","                 Mean  Count  STD
smell value                      
4.0          5.614381      1  NaN",,
2018-08-30-20,2018-08-30 20:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
4.0          0.000005      1  NaN","                 Mean  Count  STD
smell value                      
4.0          0.000005      1  NaN",,
2018-08-30-23,2018-08-30 23:00:00,100.0,100.0,"                 Mean  Count  STD
smell value                      
1.0          6.266428      1  NaN","                 Mean  Count  STD
smell value                      
1.0          6.266428      1  NaN",,
