,date,percentage agreement average,percentage agreement sum,impact stats average,impact stats sum,correlation average,correlation sum
2019-7-1-morning,2019-7-1-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
3.0          16.098741      7  6.300379
4.0          14.728587      3  6.072966
5.0          16.514757      1       NaN","                  Mean  Count       STD
smell value                            
3.0          16.098741      7  6.300379
4.0          14.728587      3  6.072966
5.0          16.514757      1       NaN",-0.04134249506457382,-0.04134249506457382
2019-7-1-afternoon,2019-7-1-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0           4.504093      2   5.828114
3.0          16.198846      2  22.739935
4.0          12.744194      2  16.558001","                  Mean  Count        STD
smell value                             
1.0           4.504093      2   5.828114
3.0          16.198846      2  22.739935
4.0          12.744194      2  16.558001",0.31293690545233643,0.31293690545233643
2019-7-2-morning,2019-7-2-morning,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          10.081492      3  12.018601
2.0           1.306132      1        NaN
3.0           3.331700      3   1.026064
4.0           9.185378      4   7.078638
5.0           9.962720      5   9.670757","                  Mean  Count        STD
smell value                             
1.0          10.081492      3  12.018601
2.0           1.306132      1        NaN
3.0           3.331700      3   1.026064
4.0          10.640504      3   7.902932
5.0           9.962720      5   9.670757
8.0           4.820000      1        NaN",0.10247138956506927,0.025492180168498375
2019-7-2-afternoon,2019-7-2-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
2.0          10.241573      1       NaN
3.0          20.016257      2  1.570106
3.5          23.483321      1       NaN
4.0          16.292293      3  9.866017
5.0          20.771968      1       NaN","                  Mean  Count       STD
smell value                            
2.0          10.241573      1       NaN
3.0          20.016257      2  1.570106
4.0          16.292293      3  9.866017
5.0          20.771968      1       NaN
7.0          23.483321      1       NaN",0.2664822301878404,0.434655143628993
2019-7-3-morning,2019-7-3-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          15.769455      1       NaN
3.0          21.396706      1       NaN
4.0          12.497484      3  2.308876
5.0          11.738797      1       NaN","                  Mean  Count       STD
smell value                            
1.0          15.769455      1       NaN
3.0          21.396706      1       NaN
4.0          12.497484      3  2.308876
5.0          11.738797      1       NaN",-0.5011851759199373,-0.5011851759199373
2019-7-3-afternoon,2019-7-3-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0          20.437503      3  14.357866
2.0          16.997473      1        NaN
3.0          32.858220      2   9.775427
4.0          17.139887      4   7.054490
5.0          21.004456      1        NaN","                  Mean  Count        STD
smell value                             
1.0          20.437503      3  14.357866
2.0          16.997473      1        NaN
3.0          32.858220      2   9.775427
4.0          17.139887      4   7.054490
5.0          21.004456      1        NaN",-0.053686413726207416,-0.053686413726207416
2019-7-4-morning,2019-7-4-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.000000     11.702747      1       NaN
2.000000     11.721008      1       NaN
3.000000     10.710571      6  4.277762
3.500000     13.770946      1       NaN
3.666667     13.631935      1       NaN
4.000000     15.351087      5  6.680401
5.000000     13.909220      1       NaN","                  Mean  Count       STD
smell value                            
1.0          11.702747      1       NaN
2.0          11.721008      1       NaN
3.0          10.710571      6  4.277762
4.0          18.345768      3  7.254142
5.0          13.909220      1       NaN
7.0          13.770946      1       NaN
8.0          10.859066      2  2.450515
11.0         13.631935      1       NaN",0.2877737219663521,0.0628644273742167
2019-7-4-afternoon,2019-7-4-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0          10.395717      3  4.342468
2.0          16.729765      2  1.545873
4.0           9.060292      1       NaN
5.0          19.311593      3  7.374873","                  Mean  Count       STD
smell value                            
1.0          10.395717      3  4.342468
2.0          16.729765      2  1.545873
4.0           9.060292      1       NaN
5.0          19.311593      3  7.374873",0.4802457890797973,0.4802457890797973
2019-7-5-morning,2019-7-5-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.000000     14.697257      4  6.382923
2.000000     11.753137      1       NaN
3.000000     18.081576      5  8.469123
3.500000      5.705527      1       NaN
4.000000     13.921147     11  6.528289
4.166667     12.355623      1       NaN","                  Mean  Count       STD
smell value                            
1.0          14.697257      4  6.382923
3.0          18.081576      5  8.469123
4.0          14.336523     10  6.597439
7.0           5.705527      1       NaN
8.0          13.713417      1       NaN
16.0          7.807107      1       NaN
25.0         12.355623      1       NaN",-0.06999384854116515,-0.22011449123412502
2019-7-5-afternoon,2019-7-5-afternoon,100.0,100.0,"                  Mean  Count        STD
smell value                             
1.0           5.113137      1        NaN
2.0           8.816725      1        NaN
3.0          10.140427      3  12.920048
4.0           8.012208      4   4.837339
5.0          16.350463      2   6.547300","                  Mean  Count        STD
smell value                             
1.0           5.113137      1        NaN
2.0           8.816725      1        NaN
3.0          10.140427      3  12.920048
4.0           8.012208      4   4.837339
5.0          16.350463      2   6.547300",0.3148872429588486,0.3148872429588486
2019-7-6-morning,2019-7-6-morning,100.0,100.0,"                  Mean  Count       STD
smell value                            
3.0          26.760831      3  6.012593
4.0          12.316439      3  4.584706
5.0           7.943602      1       NaN","                  Mean  Count       STD
smell value                            
3.0          26.760831      3  6.012593
4.0          12.316439      3  4.584706
5.0           7.943602      1       NaN",-0.8480188186512351,-0.8480188186512351
2019-7-6-afternoon,2019-7-6-afternoon,100.0,100.0,"                  Mean  Count       STD
smell value                            
1.0           6.927066      2  9.326248
2.0           3.663614      1       NaN
3.0           2.950288      3  1.171600
4.0          13.910283      1       NaN
5.0           5.748027      1       NaN","                  Mean  Count       STD
smell value                            
1.0           6.927066      2  9.326248
3.0           2.950288      3  1.171600
4.0          13.910283      1       NaN
5.0           5.748027      1       NaN
8.0           3.663614      1       NaN",0.1102984704501122,-0.0852930344711978
2019-7-7-morning,2019-7-7-morning,100.0,100.0,"                 Mean  Count      STD
smell value                          
3.0          9.027059      2  2.10171","                 Mean  Count      STD
smell value                          
3.0          9.027059      2  2.10171",,
